d,defect_length,seed,detection_time,alpha_min_reached,recovery_time,sentinel_payoff,tft_payoff
75,200,1,1,0.050000,58,3250.7710,3201.0000
75,500,1,1,0.050000,60,3540.3917,3501.0000
75,10,2,1,0.050000,34,3061.4878,3011.0000
75,50,2,1,0.050000,53,3100.5396,3051.0000
75,100,2,1,0.050000,66,3147.3739,3101.0000
75,200,2,1,0.050000,73,3244.0008,3201.0000
75,500,2,1,0.050000,75,3534.9078,3501.0000
75,10,3,1,0.050000,33,3029.4024,3011.0000
75,50,3,1,0.050000,35,3067.8043,3051.0000
75,100,3,1,0.050000,46,3115.5730,3101.0000
75,200,3,1,0.050000,52,3211.0569,3201.0000
75,500,3,1,0.050000,55,3499.0386,3501.0000
75,10,4,1,0.050000,33,3075.0485,3011.0000
75,50,4,1,0.050000,37,3113.2281,3051.0000
75,100,4,1,0.050000,45,3161.1479,3101.0000
75,200,4,1,0.050000,51,3256.7761,3201.0000
75,500,4,1,0.050000,54,3546.3533,3501.0000
75,10,5,1,0.050000,33,3021.2262,3011.0000
75,50,5,1,0.050000,38,3059.6117,3051.0000
75,100,5,1,0.050000,45,3107.7545,3101.0000
75,200,5,1,0.050000,52,3203.8086,3201.0000
75,500,5,1,0.050000,52,3491.8355,3501.0000
75,10,6,1,0.050000,34,3066.4756,3011.0000
75,50,6,1,0.050000,46,3104.0536,3051.0000
75,100,6,1,0.050000,63,3152.1091,3101.0000
75,200,6,1,0.050000,72,3247.5679,3201.0000
75,500,6,1,0.050000,71,3538.0777,3501.0000
75,10,7,1,0.050000,33,3052.9276,3011.0000
75,50,7,1,0.050000,45,3090.5320,3051.0000
75,100,7,1,0.050000,59,3138.8692,3101.0000
75,200,7,1,0.050000,66,3234.7396,3201.0000
75,500,7,1,0.050000,68,3524.4994,3501.0000
75,10,8,1,0.050000,34,3043.4017,3011.0000
75,50,8,1,0.050000,46,3082.4456,3051.0000
75,100,8,1,0.050000,61,3129.6703,3101.0000
75,200,8,1,0.050000,66,3226.1037,3201.0000
75,500,8,1,0.050000,68,3516.1675,3501.0000
75,10,9,1,0.050000,34,3057.4435,3011.0000
75,50,9,1,0.050000,58,3095.3715,3051.0000
75,100,9,1,0.050000,73,3143.3786,3101.0000
75,200,9,1,0.050000,79,3239.9151,3201.0000
75,500,9,1,0.050000,80,3532.4535,3501.0000
75,10,10,1,0.050000,34,3049.5432,3011.0000
75,50,10,1,0.050000,41,3087.6824,3051.0000
75,100,10,1,0.050000,57,3135.6115,3101.0000
75,200,10,1,0.050000,65,3231.8456,3201.0000
75,500,10,1,0.050000,65,3521.1789,3501.0000
75,10,11,1,0.050000,33,3032.2268,3011.0000
75,50,11,1,0.050000,41,3070.6012,3051.0000
75,100,11,1,0.050000,54,3118.5424,3101.0000
75,200,11,1,0.050000,62,3214.7933,3201.0000
75,500,11,1,0.050000,64,3503.5034,3501.0000
75,10,12,1,0.050000,34,3051.2468,3011.0000
75,50,12,1,0.050000,38,3090.2986,3051.0000
75,100,12,1,0.050000,48,3137.4051,3101.0000
75,200,12,1,0.050000,54,3233.9374,3201.0000
75,500,12,1,0.050000,54,3522.7300,3501.0000
75,10,13,1,0.050000,34,3019.3171,3011.0000
75,50,13,1,0.050000,50,3057.8429,3051.0000
75,100,13,1,0.050000,62,3105.8116,3101.0000
75,200,13,1,0.050000,72,3202.6107,3201.0000
75,500,13,1,0.050000,73,3492.5949,3501.0000
75,10,14,1,0.050000,34,3044.3740,3011.0000
75,50,14,1,0.050000,60,3083.1063,3051.0000
75,100,14,1,0.050000,77,3131.9190,3101.0000
75,200,14,1,0.050000,84,3229.0475,3201.0000
75,500,14,1,0.050000,83,3521.5505,3501.0000
75,10,15,1,0.050000,34,3037.3320,3011.0000
75,50,15,1,0.050000,55,3075.7768,3051.0000
75,100,15,1,0.050000,74,3123.9381,3101.0000
75,200,15,1,0.050000,82,3220.9890,3201.0000
75,500,15,1,0.050000,81,3513.4752,3501.0000
75,10,16,1,0.050000,33,3041.4649,3011.0000
75,50,16,1,0.050000,41,3079.7886,3051.0000
75,100,16,1,0.050000,54,3128.2776,3101.0000
75,200,16,1,0.050000,61,3224.1705,3201.0000
75,500,16,1,0.050000,65,3513.4799,3501.0000
75,10,17,1,0.050000,34,3054.4950,3011.0000
75,50,17,1,0.050000,36,3092.7558,3051.0000
75,100,17,1,0.050000,50,3140.5701,3101.0000
75,200,17,1,0.050000,56,3236.4185,3201.0000
75,500,17,1,0.050000,56,3525.3004,3501.0000
75,10,18,1,0.050000,33,3048.5015,3011.0000
75,50,18,1,0.050000,34,3086.9989,3051.0000
75,100,18,1,0.050000,41,3134.7728,3101.0000
75,200,18,1,0.050000,49,3231.2041,3201.0000
75,500,18,1,0.050000,49,3519.9681,3501.0000
75,10,19,1,0.050000,34,3087.7793,3011.0000
75,50,19,1,0.050000,69,3125.1745,3051.0000
75,100,19,1,0.050000,88,3172.2781,3101.0000
75,200,19,1,0.050000,96,3269.2885,3201.0000
75,500,19,1,0.050000,94,3562.5925,3501.0000
