H,alpha,seed,kl,mean_payoff,mean_action,mean_body_out,fe_low,fe_mid,fe_high
10,0.40,19,1.309134,2.818337,0.931961,0.984403,-1.509202,1.109067,7.654739
10,0.50,19,1.180905,2.801470,0.941002,0.985003,-1.620564,0.741247,6.645774
10,0.60,19,1.072917,2.784913,0.949886,0.985144,-1.711996,0.433837,5.798420
10,0.70,19,0.936588,2.767698,0.959091,0.985701,-1.831110,0.042065,4.725004
10,0.80,19,0.912830,2.751304,0.967889,0.985611,-1.838474,-0.012814,4.551335
10,0.90,19,1.043584,2.734057,0.977146,0.986051,-1.690473,0.396696,5.614618
10,1.00,19,1.005820,2.717304,0.986087,0.986087,-1.711484,0.300156,5.329256
25,0.00,0,1.727800,2.887000,0.900000,0.986395,-1.159200,2.296400,10.935400
25,0.10,0,1.525679,2.870790,0.908686,0.986859,-1.345111,1.706247,9.334643
25,0.20,0,1.381947,2.854399,0.917461,0.987305,-1.472452,1.291441,8.201175
25,0.30,0,1.235157,2.837800,0.926357,0.987858,-1.602643,0.867671,7.043455
25,0.40,0,1.190625,2.821312,0.935195,0.987988,-1.630688,0.750561,6.703684
25,0.50,0,1.043394,2.804905,0.943986,0.987971,-1.761510,0.325278,5.542251
25,0.60,0,0.979448,2.788111,0.952971,0.988285,-1.808663,0.150232,5.047470
25,0.70,0,0.942787,2.771480,0.961889,0.988412,-1.828694,0.056879,4.770812
25,0.80,0,0.894182,2.754900,0.970767,0.988459,-1.860718,-0.072353,4.398558
25,0.90,0,0.968968,2.738052,0.979786,0.988651,-1.769084,0.168852,5.013691
25,1.00,0,1.041119,2.721160,0.988812,0.988812,-1.680041,0.402198,5.607795
25,0.00,1,0.630009,2.875500,0.890500,0.979779,-2.245491,-0.985474,2.164568
25,0.10,1,0.388301,2.858777,0.899498,0.980482,-2.470476,-1.693874,0.247630
25,0.20,1,0.325718,2.841696,0.908691,0.981456,-2.515978,-1.864542,-0.235951
25,0.30,1,0.267177,2.824753,0.917805,0.981517,-2.557576,-2.023221,-0.687335
25,0.40,1,0.315333,2.807756,0.926961,0.981652,-2.492422,-1.861756,-0.285089
25,0.50,1,0.307121,2.790807,0.936089,0.981677,-2.483686,-1.869444,-0.333840
25,0.60,1,0.197627,2.773794,0.945245,0.981741,-2.576167,-2.180912,-1.192777
25,0.70,1,0.317811,2.756619,0.954446,0.981852,-2.438809,-1.803187,-0.214135
25,0.80,1,0.322220,2.739742,0.963562,0.981827,-2.417522,-1.773082,-0.161981
25,0.90,1,0.355083,2.722185,0.973015,0.982184,-2.367102,-1.656937,0.118477
25,1.00,1,0.319388,2.705069,0.982268,0.982268,-2.385680,-1.746904,-0.149963
25,0.00,2,1.612004,2.888000,0.899000,0.957725,-1.275996,1.948012,10.008031
25,0.10,2,1.455177,2.876749,0.904958,0.958585,-1.421571,1.488783,8.764670
25,0.20,2,1.203609,2.865393,0.910978,0.958892,-1.661783,0.745435,6.763481
25,0.30,2,1.040469,2.853770,0.917140,0.959466,-1.813301,0.267637,5.469983
25,0.40,2,0.870263,2.842472,0.923116,0.959290,-1.972210,-0.231685,4.119628
25,0.50,2,0.833372,2.830532,0.929444,0.959888,-1.997160,-0.330417,3.836442
25,0.60,2,0.789710,2.819212,0.935427,0.959711,-2.029502,-0.450083,3.498466
25,0.70,2,0.693594,2.806400,0.942174,0.960677,-2.112807,-0.725620,2.742349
25,0.80,2,0.773136,2.795327,0.948126,0.960407,-2.022191,-0.475919,3.389761
25,0.90,2,0.729661,2.783225,0.954578,0.960753,-2.053564,-0.594243,3.054061
25,1.00,2,0.805682,2.770904,0.961025,0.961025,-1.965222,-0.353859,3.674551
25,0.00,3,1.568979,2.885500,0.897000,0.983233,-1.316521,1.821438,9.666333
25,0.10,3,1.385606,2.869172,0.905653,0.983530,-1.483566,1.287645,8.215673
25,0.20,3,1.147136,2.852653,0.914399,0.983997,-1.705517,0.588756,6.324438
25,0.30,3,0.893107,2.835948,0.923270,0.984568,-1.942841,-0.156628,4.308907
25,0.40,3,0.768415,2.819090,0.932187,0.984966,-2.050674,-0.513844,3.328231
25,0.50,3,0.658117,2.802278,0.941087,0.985173,-2.144161,-0.827927,2.462659
25,0.60,3,0.583857,2.785267,0.950119,0.985532,-2.201410,-1.033696,1.885590
25,0.70,3,0.709491,2.768635,0.958925,0.985465,-2.059144,-0.640162,2.907294
25,0.80,3,0.730469,2.751484,0.968002,0.985752,-2.021014,-0.560075,3.092272
25,0.90,3,0.637621,2.734508,0.977010,0.985900,-2.096886,-0.821643,2.366464
25,1.00,3,0.672773,2.717735,0.985908,0.985908,-2.044962,-0.699415,2.664451
25,0.00,4,1.900248,2.889000,0.900000,0.974612,-0.988752,2.811743,12.312980
25,0.10,4,1.696631,2.874766,0.907540,0.975400,-1.178135,2.215127,10.698281
25,0.20,4,1.553147,2.860328,0.915184,0.975922,-1.307181,1.799112,9.564845
25,0.30,4,1.372872,2.845616,0.922993,0.976644,-1.472744,1.273000,8.137359
25,0.40,4,1.070825,2.830509,0.931000,0.977499,-1.759684,0.381967,5.736094
25,0.50,4,1.080340,2.815571,0.938882,0.977764,-1.735231,0.425448,5.827145
25,0.60,4,1.085057,2.800416,0.946921,0.978202,-1.715359,0.454754,5.880038
25,0.70,4,1.025617,2.785132,0.955010,0.978585,-1.759514,0.291721,5.419807
25,0.80,4,0.981416,2.770422,0.962785,0.978482,-1.789005,0.173828,5.080910
25,0.90,4,1.088110,2.755796,0.970565,0.978405,-1.667685,0.508536,5.949088
25,1.00,4,1.000545,2.740787,0.978520,0.978520,-1.740242,0.260849,5.263577
25,0.00,5,1.782595,2.894500,0.904000,0.982275,-1.111905,2.453284,11.366258
25,0.10,5,1.544909,2.879529,0.911876,0.982762,-1.334620,1.755199,9.479745
25,0.20,5,1.394586,2.864566,0.919755,0.982775,-1.469979,1.319193,8.292124
25,0.30,5,1.282421,2.849207,0.927833,0.983445,-1.566787,0.998055,7.410159
25,0.40,5,1.216762,2.834115,0.935773,0.983433,-1.617354,0.816169,6.899977
25,0.50,5,0.986371,2.818695,0.943889,0.983778,-1.832324,0.140418,5.072272
25,0.60,5,0.864754,2.803463,0.951914,0.983856,-1.938709,-0.209202,4.114565
25,0.70,5,0.851478,2.788102,0.959993,0.983990,-1.936624,-0.233669,4.023720
25,0.80,5,0.792659,2.773030,0.967887,0.983859,-1.980371,-0.395054,3.568239
25,0.90,5,0.924790,2.757647,0.976022,0.984024,-1.832858,0.016722,4.640670
25,1.00,5,0.920377,2.742059,0.984195,0.984195,-1.821682,0.019073,4.620960
25,0.00,6,0.839216,2.885000,0.898000,0.979544,-2.045784,-0.367351,3.828730
25,0.10,6,0.646063,2.869676,0.906209,0.980092,-2.223613,-0.931487,2.298827
25,0.20,6,0.424390,2.854165,0.914523,0.980613,-2.429775,-1.580995,0.540956
25,0.30,6,0.319546,2.838513,0.922906,0.981020,-2.518966,-1.879874,-0.282142
25,0.40,6,0.359240,2.822828,0.931301,0.981251,-2.463588,-1.745109,0.051089
25,0.50,6,0.172208,2.806954,0.939793,0.981586,-2.634746,-2.290330,-1.429290
25,0.60,6,0.255637,2.791087,0.948287,0.981812,-2.535450,-2.024177,-0.745993
25,0.70,6,0.212378,2.774777,0.957020,0.982314,-2.562399,-2.137642,-1.075751
25,0.80,6,0.186766,2.758975,0.965495,0.982369,-2.572210,-2.198678,-1.264850
25,0.90,6,0.143182,2.742852,0.974111,0.982568,-2.599671,-2.313308,-1.597400
25,1.00,6,0.163893,2.726902,0.982611,0.982611,-2.563009,-2.235222,-1.415757
25,0.00,7,1.341571,2.900500,0.908000,0.964377,-1.558929,1.124213,7.832069
25,0.10,7,1.178336,2.889389,0.913780,0.965805,-1.711053,0.645620,6.537301
25,0.20,7,1.140674,2.877903,0.919752,0.966761,-1.737229,0.544119,6.247490
25,0.30,7,1.049584,2.866580,0.925642,0.966807,-1.816996,0.282173,5.530094
25,0.40,7,0.861233,2.854798,0.931774,0.967435,-1.993566,-0.271101,4.035062
25,0.50,7,0.815630,2.842847,0.937977,0.967954,-2.027217,-0.395958,3.682189
25,0.60,7,0.933295,2.831061,0.944106,0.968177,-1.897766,-0.031176,4.635299
25,0.70,7,0.935229,2.818779,0.950507,0.968724,-1.883550,-0.013091,4.663055
25,0.80,7,0.884626,2.807238,0.956517,0.968646,-1.922612,-0.153360,4.269769
25,0.90,7,0.929713,2.795187,0.962719,0.968799,-1.865474,-0.006049,4.642514
25,1.00,7,0.973799,2.782444,0.969385,0.969385,-1.808645,0.138952,5.007946
25,0.00,8,1.916640,2.885500,0.896500,0.976758,-0.968860,2.864421,12.447623
25,0.10,8,1.713675,2.870087,0.904645,0.977949,-1.156411,2.270940,10.839317
25,0.20,8,1.391793,2.854166,0.913051,0.979253,-1.462373,1.321214,8.280181
25,0.30,8,0.991111,2.838154,0.921504,0.979847,-1.847043,0.135179,5.090733
25,0.40,8,0.887406,2.821834,0.930134,0.980585,-1.934428,-0.159617,4.277412
25,0.50,8,0.725204,2.805312,0.938865,0.981230,-2.080108,-0.629700,2.996319
25,0.60,8,0.614536,2.788820,0.947600,0.981666,-2.174284,-0.945213,2.127465
25,0.70,8,0.646140,2.772803,0.956002,0.981503,-2.126663,-0.834384,2.396314
25,0.80,8,0.551887,2.755819,0.965032,0.982165,-2.203931,-1.100157,1.659279
25,0.90,8,0.693212,2.739417,0.973658,0.982231,-2.046204,-0.659779,2.806283
25,1.00,8,0.791561,2.722602,0.982523,0.982523,-1.931040,-0.347918,3.609889
25,0.00,9,1.341331,2.904500,0.910500,0.949991,-1.563169,1.119493,7.826149
25,0.10,9,1.083223,2.896753,0.914541,0.950905,-1.813530,0.352916,5.769031
25,0.20,9,1.139373,2.888821,0.918675,0.951377,-1.749447,0.529299,6.226166
25,0.30,9,0.902397,2.880559,0.922975,0.952083,-1.978162,-0.173368,4.338617
25,0.40,9,0.822450,2.872174,0.927349,0.952623,-2.049724,-0.404824,3.707426
25,0.50,9,0.788162,2.863755,0.931727,0.952954,-2.075593,-0.499270,3.441539
25,0.60,9,0.827274,2.854813,0.936444,0.953741,-2.027540,-0.372992,3.763378
25,0.70,9,0.870556,2.845979,0.940989,0.954056,-1.975423,-0.234311,4.118470
25,0.80,9,0.890311,2.837262,0.945548,0.954309,-1.946951,-0.166330,4.285223
25,0.90,9,0.857588,2.828490,0.950147,0.954552,-1.970902,-0.255726,4.032213
25,1.00,9,0.911219,2.819912,0.954574,0.954574,-1.908694,-0.086256,4.469838
25,0.00,10,3.365726,2.895500,0.903500,0.983223,0.470226,7.201677,24.030307
25,0.10,10,3.088444,2.880049,0.911544,0.983944,0.208395,6.385284,21.827504
25,0.20,10,2.898119,2.864242,0.919780,0.984901,0.033877,5.830115,20.320711
25,0.30,10,2.609862,2.848400,0.928025,0.985249,-0.238538,4.981185,18.030493
25,0.40,10,2.205401,2.832243,0.936446,0.985865,-0.626842,3.783960,14.810966
25,0.50,10,1.922016,2.816352,0.944725,0.985951,-0.894336,2.949695,12.559774
25,0.60,10,1.530187,2.799832,0.953329,0.986549,-1.269645,1.790729,9.441663
25,0.70,10,1.285799,2.783553,0.961821,0.986815,-1.497754,1.073844,7.502841
25,0.80,10,1.189567,2.767677,0.970096,0.986745,-1.578110,0.801025,6.748863
25,0.90,10,1.188005,2.751399,0.978588,0.986931,-1.563394,0.812615,6.752637
25,1.00,10,1.199868,2.735248,0.987002,0.987002,-1.535380,0.864356,6.863697
25,0.00,11,0.487849,2.880000,0.891500,0.983286,-2.392151,-1.416452,1.022795
25,0.10,11,0.424878,2.862558,0.900705,0.983552,-2.437680,-1.587923,0.536469
25,0.20,11,0.403707,2.845122,0.909903,0.983514,-2.441415,-1.634001,0.384533
25,0.30,11,0.272137,2.827432,0.919253,0.984011,-2.555295,-2.011021,-0.650336
25,0.40,11,0.126128,2.809225,0.928868,0.984920,-2.683097,-2.430842,-1.800204
25,0.50,11,0.060101,2.791034,0.938465,0.985430,-2.730933,-2.610732,-2.310229
25,0.60,11,0.089682,2.773201,0.947856,0.985427,-2.683519,-2.504154,-2.055744
25,0.70,11,0.000000,2.755096,0.957449,0.985712,-2.755096,-2.755096,-2.755096
25,0.80,11,0.033836,2.736601,0.967193,0.986117,-2.702765,-2.635093,-2.465912
25,0.90,11,0.184789,2.718896,0.976520,0.985966,-2.534108,-2.164531,-1.240588
25,1.00,11,0.120635,2.701227,0.985849,0.985849,-2.580592,-2.339323,-1.736149
25,0.00,12,1.205900,2.896500,0.903500,0.969339,-1.690600,0.721201,6.750702
25,0.10,12,0.983457,2.883716,0.910097,0.969469,-1.900259,0.066655,4.983939
25,0.20,12,0.801946,2.870869,0.916722,0.969610,-2.068923,-0.465032,3.544697
25,0.30,12,0.621551,2.857844,0.923439,0.969963,-2.236293,-0.993191,2.114564
25,0.40,12,0.484437,2.844919,0.930120,0.970049,-2.360483,-1.391610,1.030573
25,0.50,12,0.286538,2.831705,0.936965,0.970430,-2.545167,-1.972091,-0.539401
25,0.60,12,0.260275,2.818767,0.943639,0.970398,-2.558492,-2.037942,-0.736566
25,0.70,12,0.222994,2.804296,0.951100,0.971499,-2.581302,-2.135314,-1.020344
25,0.80,12,0.244209,2.791969,0.957510,0.971013,-2.547760,-2.059341,-0.838294
25,0.90,12,0.322466,2.778150,0.964620,0.971411,-2.455684,-1.810753,-0.198425
25,1.00,12,0.264944,2.765300,0.971289,0.971289,-2.500357,-1.970470,-0.645752
25,0.00,13,1.116402,2.884500,0.893500,0.991125,-1.768098,0.464705,6.046713
25,0.10,13,1.056255,2.865699,0.903309,0.991594,-1.809444,0.303066,5.584341
25,0.20,13,0.844103,2.846815,0.913157,0.991785,-2.002712,-0.314505,3.906012
25,0.30,13,0.718472,2.827887,0.923034,0.991946,-2.109415,-0.672472,2.919888
25,0.40,13,0.722319,2.808990,0.932895,0.991988,-2.086671,-0.642034,2.969560
25,0.50,13,0.697762,2.789761,0.942923,0.992346,-2.091999,-0.696474,2.792337
25,0.60,13,0.627241,2.770892,0.952765,0.992275,-2.143652,-0.889171,2.247032
25,0.70,13,0.613806,2.751806,0.962712,0.992375,-2.137999,-0.910387,2.158644
25,0.80,13,0.605056,2.732748,0.972674,0.992468,-2.127693,-0.917581,2.107697
25,0.90,13,0.586630,2.713526,0.982696,0.992607,-2.126896,-0.953635,1.979516
25,1.00,13,0.668487,2.694685,0.992525,0.992525,-2.026198,-0.689224,2.653212
25,0.00,14,1.782957,2.891500,0.902500,0.991399,-1.108543,2.457372,11.372158
25,0.10,14,1.591184,2.874598,0.911462,0.992120,-1.283414,1.898954,9.854874
25,0.20,14,1.294494,2.857512,0.920523,0.992617,-1.563019,1.025969,7.498438
25,0.30,14,1.222852,2.840153,0.929722,0.993240,-1.617300,0.828404,6.942665
25,0.40,14,0.963065,2.822724,0.938961,0.993652,-1.859659,0.066471,4.881795
25,0.50,14,0.855737,2.805269,0.948216,0.993931,-1.949531,-0.238057,4.040629
25,0.60,14,0.640792,2.787878,0.957434,0.994056,-2.147086,-0.865501,2.338462
25,0.70,14,0.827473,2.770443,0.966681,0.994187,-1.942970,-0.288025,3.849338
25,0.80,14,0.716836,2.752802,0.976033,0.994416,-2.035966,-0.602294,2.981887
25,0.90,14,0.843680,2.735303,0.985317,0.994519,-1.891623,-0.204263,4.014137
25,1.00,14,0.926006,2.717752,0.994606,0.994606,-1.791746,0.060267,4.690300
25,0.00,15,2.077505,2.885000,0.896000,0.925301,-0.807495,3.347514,13.735036
25,0.10,15,1.731519,2.879280,0.899049,0.926493,-1.147761,2.315276,10.972870
25,0.20,15,1.520505,2.873568,0.902101,0.926507,-1.353064,1.687946,9.290469
25,0.30,15,1.449606,2.866618,0.905768,0.928560,-1.417012,1.482201,8.730231
25,0.40,15,1.208092,2.859052,0.909773,0.930433,-1.650960,0.765224,6.805683
25,0.50,15,0.909601,2.852589,0.913172,0.930345,-1.942988,-0.123786,4.424220
25,0.60,15,0.801204,2.844899,0.917225,0.931376,-2.043695,-0.441287,3.564734
25,0.70,15,0.918990,2.838111,0.920880,0.931543,-1.919121,-0.081140,4.513812
25,0.80,15,0.839629,2.829544,0.925345,0.932681,-1.989915,-0.310657,3.887489
25,0.90,15,0.857219,2.821406,0.929651,0.933390,-1.964188,-0.249751,4.036342
25,1.00,15,0.845377,2.816150,0.932386,0.932386,-1.970773,-0.280020,3.946864
25,0.00,16,0.626197,2.876500,0.889000,0.985578,-2.250303,-0.997908,2.133080
25,0.10,16,0.542979,2.858187,0.898701,0.986009,-2.315209,-1.229251,1.485644
25,0.20,16,0.369653,2.839698,0.908503,0.986514,-2.470045,-1.730739,0.117526
25,0.30,16,0.299414,2.821071,0.918372,0.986906,-2.521657,-1.922828,-0.425758
25,0.40,16,0.317463,2.802445,0.928239,0.987098,-2.484981,-1.850055,-0.262738
25,0.50,16,0.278969,2.783911,0.938061,0.987122,-2.504942,-1.947003,-0.552157
25,0.60,16,0.343762,2.765067,0.948049,0.987416,-2.421305,-1.733782,-0.014972
25,0.70,16,0.372073,2.746380,0.957948,0.987497,-2.374307,-1.630161,0.230204
25,0.80,16,0.357377,2.727601,0.967907,0.987634,-2.370224,-1.655469,0.131418
25,0.90,16,0.374553,2.708769,0.977870,0.987744,-2.334215,-1.585109,0.287658
25,1.00,16,0.348479,2.690415,0.987570,0.987570,-2.341937,-1.644979,0.097415
25,0.00,17,1.039249,2.877000,0.887500,0.969768,-1.837751,0.240747,5.436992
25,0.10,17,0.882534,2.861137,0.895797,0.970468,-1.978602,-0.213534,4.199138
25,0.20,17,0.823659,2.845195,0.904133,0.970665,-2.021536,-0.374218,3.744076
25,0.30,17,0.571148,2.829016,0.912579,0.971097,-2.257868,-1.115573,1.740166
25,0.40,17,0.576033,2.813066,0.920937,0.971092,-2.237033,-1.084967,1.795200
25,0.50,17,0.589614,2.796802,0.929448,0.971397,-2.207188,-1.027959,1.920114
25,0.60,17,0.682954,2.779977,0.938216,0.972026,-2.097023,-0.731114,2.683656
25,0.70,17,0.616333,2.763523,0.946822,0.972246,-2.147190,-0.914523,2.167143
25,0.80,17,0.568607,2.747593,0.955154,0.972067,-2.178986,-1.041773,1.801261
25,0.90,17,0.628300,2.730692,0.964005,0.972506,-2.102392,-0.845792,2.295708
25,1.00,17,0.579221,2.714886,0.972269,0.972269,-2.135665,-0.977222,1.918884
25,0.00,18,1.550548,2.901000,0.909000,0.984114,-1.350452,1.750643,9.503382
25,0.10,18,1.255134,2.886537,0.916567,0.984674,-1.631404,0.878863,7.154531
25,0.20,18,1.049879,2.871877,0.924235,0.985173,-1.821998,0.277760,5.527153
25,0.30,18,0.910696,2.857015,0.931997,0.985657,-1.946319,-0.124927,4.428553
25,0.40,18,0.585407,2.842213,0.939747,0.985867,-2.256806,-1.085992,1.841042
25,0.50,18,0.343965,2.827095,0.947656,0.986312,-2.483130,-1.795201,-0.075379
25,0.60,18,0.284517,2.812243,0.955420,0.986367,-2.527726,-1.958692,-0.536108
25,0.70,18,0.156213,2.796939,0.963435,0.986764,-2.640726,-2.328300,-1.547233
25,0.80,18,0.326332,2.781782,0.971339,0.986923,-2.455450,-1.802786,-0.171126
25,0.90,18,0.257675,2.766877,0.979120,0.986911,-2.509202,-1.993851,-0.705476
25,1.00,18,0.262752,2.751473,0.987153,0.987153,-2.488721,-1.963216,-0.649455
25,0.00,19,1.592120,2.881500,0.896500,0.987771,-1.289380,1.894859,9.855457
25,0.10,19,1.285248,2.864512,0.905680,0.988303,-1.579264,0.991233,7.417474
25,0.20,19,1.113581,2.847271,0.914998,0.988990,-1.733690,0.493471,6.061374
25,0.30,19,1.058934,2.830035,0.924305,0.989184,-1.771101,0.346767,5.641437
25,0.40,19,1.038429,2.812764,0.933636,0.989341,-1.774335,0.302524,5.494671
25,0.50,19,0.847606,2.795213,0.943122,0.989744,-1.947608,-0.252397,3.985631
25,0.60,19,0.929322,2.778052,0.952392,0.989653,-1.848730,0.009915,4.656527
25,0.70,19,0.857201,2.760474,0.961880,0.989900,-1.903273,-0.188871,4.097133
25,0.80,19,0.843743,2.743000,0.971333,0.990041,-1.899257,-0.211771,4.006945
25,0.90,19,0.900000,2.725453,0.980785,0.990150,-1.825454,-0.025455,4.474543
25,1.00,19,0.938669,2.708110,0.990152,0.990152,-1.769441,0.107897,4.801243
50,0.00,0,0.914720,2.885500,0.898500,0.957096,-1.970780,-0.141340,4.432259
50,0.10,0,0.763541,2.874460,0.904455,0.958050,-2.110919,-0.583837,3.233868
50,0.20,0,0.751706,2.863200,0.910538,0.958692,-2.111493,-0.608081,3.150451
50,0.30,0,0.643491,2.852281,0.916419,0.958229,-2.208790,-0.921807,2.295648
50,0.40,0,0.490965,2.840893,0.922563,0.958657,-2.349928,-1.367998,1.086827
50,0.50,0,0.535147,2.829314,0.928711,0.958922,-2.294167,-1.223874,1.451859
50,0.60,0,0.520221,2.818338,0.934680,0.958800,-2.298116,-1.257674,1.343433
50,0.70,0,0.515687,2.805669,0.941504,0.959934,-2.289982,-1.258609,1.319825
50,0.80,0,0.534199,2.794389,0.947603,0.959879,-2.260190,-1.191793,1.479199
50,0.90,0,0.443602,2.781211,0.954666,0.960907,-2.337609,-1.450406,0.767601
50,1.00,0,0.559001,2.771044,0.960111,0.960111,-2.212043,-1.094040,1.700967
50,0.00,1,2.278840,2.886500,0.895500,0.932382,-0.607660,3.950021,15.344223
50,0.10,1,2.069130,2.879388,0.899157,0.932073,-0.810258,3.328002,13.673652
50,0.20,1,1.996504,2.871654,0.903137,0.933686,-0.875150,3.117859,13.100380
50,0.30,1,1.751047,2.863537,0.907336,0.934953,-1.112489,2.389606,11.144842
50,0.40,1,1.550748,2.855923,0.911288,0.934969,-1.305174,1.796323,9.550065
50,0.50,1,1.382189,2.848062,0.915303,0.935106,-1.465873,1.298504,8.209447
50,0.60,1,1.328817,2.839911,0.919509,0.935515,-1.511094,1.146541,7.790628
50,0.70,1,1.207951,2.831669,0.923778,0.935897,-1.623718,0.792185,6.831941
50,0.80,1,1.233486,2.822734,0.928347,0.936558,-1.589248,0.877724,7.045153
50,0.90,1,1.270093,2.814315,0.932777,0.936919,-1.544222,0.995964,7.346429
50,1.00,1,1.291898,2.806952,0.936621,0.936621,-1.515054,1.068742,7.528233
50,0.00,2,1.518219,2.890500,0.901000,0.979173,-1.372281,1.664156,9.255250
50,0.10,2,1.375938,2.875458,0.908871,0.979711,-1.499520,1.252356,8.132047
50,0.20,2,1.072460,2.859893,0.917022,0.981110,-1.787434,0.357485,5.719784
50,0.30,2,0.876507,2.844633,0.924997,0.980990,-1.968126,-0.215112,4.167424
50,0.40,2,0.718032,2.828739,0.933336,0.981839,-2.110707,-0.674642,2.915518
50,0.50,2,0.632637,2.812880,0.941656,0.982312,-2.180244,-0.914970,2.248214
50,0.60,2,0.608578,2.797409,0.949737,0.982228,-2.188831,-0.971675,2.071216
50,0.70,2,0.571624,2.781648,0.957965,0.982379,-2.210024,-1.066776,1.791345
50,0.80,2,0.693799,2.765925,0.966174,0.982467,-2.072126,-0.684528,2.784468
50,0.90,2,0.744845,2.749840,0.974651,0.982834,-2.004996,-0.515306,3.208919
50,1.00,2,0.569914,2.733989,0.982932,0.982932,-2.164075,-1.024247,1.825323
50,0.00,3,1.024167,2.894500,0.907500,0.979162,-1.870333,0.178002,5.298840
50,0.10,3,0.885502,2.881081,0.914756,0.980061,-1.995579,-0.224575,4.202936
50,0.20,3,0.849644,2.867539,0.922078,0.980391,-2.017895,-0.318608,3.929610
50,0.30,3,0.786398,2.853704,0.929560,0.981033,-2.067307,-0.494512,3.437476
50,0.40,3,0.667541,2.840017,0.936949,0.981123,-2.172475,-0.837393,2.500313
50,0.50,3,0.745658,2.826568,0.944220,0.980939,-2.080910,-0.589595,3.138693
50,0.60,3,0.729677,2.812460,0.951872,0.981454,-2.082783,-0.623429,3.024956
50,0.70,3,0.778675,2.798848,0.959189,0.981342,-2.020173,-0.462823,3.430551
50,0.80,3,0.677524,2.784421,0.966999,0.981874,-2.106897,-0.751850,2.635768
50,0.90,3,0.789248,2.770969,0.974293,0.981715,-1.981721,-0.403225,3.543015
50,1.00,3,0.849488,2.757004,0.981787,0.981787,-1.907516,-0.208540,4.038900
50,0.00,4,1.013533,2.906000,0.913500,0.985822,-1.892467,0.134600,5.202267
50,0.10,4,0.727750,2.891947,0.920838,0.986883,-2.164197,-0.708696,2.930057
50,0.20,4,0.516978,2.877631,0.928321,0.987607,-2.360653,-1.326696,1.258196
50,0.30,4,0.479297,2.863127,0.935899,0.988165,-2.383830,-1.425236,0.971250
50,0.40,4,0.290548,2.848586,0.943500,0.988500,-2.558038,-1.976943,-0.524205
50,0.50,4,0.322875,2.833999,0.951123,0.988746,-2.511125,-1.865375,-0.251002
50,0.60,4,0.227424,2.819070,0.958923,0.989205,-2.591646,-2.136797,-0.999675
50,0.70,4,0.293245,2.804373,0.966600,0.989357,-2.511128,-1.924639,-0.458414
50,0.80,4,0.331445,2.790062,0.974100,0.989250,-2.458616,-1.795726,-0.138499
50,0.90,4,0.321407,2.775117,0.981898,0.989498,-2.453709,-1.810894,-0.203857
50,1.00,4,0.315787,2.760317,0.989645,0.989645,-2.444529,-1.812954,-0.234017
50,0.00,5,1.878883,2.900000,0.909500,0.988269,-1.021117,2.736648,12.131061
50,0.10,5,1.701022,2.885010,0.917420,0.988696,-1.183989,2.218054,10.723162
50,0.20,5,1.558439,2.869968,0.925365,0.988825,-1.311529,1.805349,9.597545
50,0.30,5,1.361588,2.854877,0.933334,0.988945,-1.493289,1.229887,8.037827
50,0.40,5,1.225038,2.839644,0.941384,0.989211,-1.614606,0.835471,6.960662
50,0.50,5,0.996016,2.824495,0.949391,0.989281,-1.828480,0.163552,5.143630
50,0.60,5,1.024683,2.808961,0.957590,0.989650,-1.784278,0.265088,5.388503
50,0.70,5,1.005452,2.793756,0.965629,0.989684,-1.788303,0.222602,5.249863
50,0.80,5,0.955050,2.778624,0.973601,0.989627,-1.823573,0.086527,4.861778
50,0.90,5,1.003670,2.763027,0.981833,0.989870,-1.759357,0.247984,5.266336
50,1.00,5,1.042568,2.747846,0.989849,0.989849,-1.705277,0.379859,5.592701
50,0.00,6,1.896521,2.890000,0.899500,0.957995,-0.993479,2.799562,12.282165
50,0.10,6,1.637009,2.878683,0.905432,0.958825,-1.241674,2.032343,10.217386
50,0.20,6,1.396314,2.866925,0.911584,0.959922,-1.470611,1.322016,8.303585
50,0.30,6,1.197207,2.854359,0.918173,0.961743,-1.657152,0.737263,6.723299
50,0.40,6,0.974229,2.842320,0.924475,0.961937,-1.868091,0.080366,4.951510
50,0.50,6,0.901056,2.829737,0.931073,0.962646,-1.928680,-0.126568,4.378713
50,0.60,6,0.864683,2.817510,0.937504,0.962841,-1.952827,-0.223460,4.099957
50,0.70,6,0.597801,2.803467,0.944849,0.964284,-2.205666,-1.010064,1.978941
50,0.80,6,0.723546,2.791598,0.951040,0.963925,-2.068052,-0.620960,2.996769
50,0.90,6,0.745012,2.778709,0.957799,0.964277,-2.033697,-0.543673,3.181387
50,1.00,6,0.774660,2.766675,0.964087,0.964087,-1.992015,-0.442694,3.430608
50,0.00,7,0.974635,2.902000,0.910000,0.932007,-1.927365,0.021905,4.895081
50,0.10,7,0.755878,2.897535,0.912340,0.933396,-2.141658,-0.629902,3.149486
50,0.20,7,0.347334,2.892393,0.915032,0.935158,-2.545059,-1.850391,-0.113720
50,0.30,7,0.424653,2.886677,0.918005,0.936683,-2.462024,-1.612719,0.510544
50,0.40,7,0.126024,2.880571,0.921238,0.938095,-2.754546,-2.502498,-1.872377
50,0.50,7,0.119492,2.874461,0.924392,0.938783,-2.754969,-2.515986,-1.918528
50,0.60,7,0.000000,2.867208,0.928189,0.940315,-2.867208,-2.867208,-2.867208
