mode,alpha,seed,H,kl_noisy,mean_body_out,rho_current,action_var
coupled,-1.0,9,225,1.480912,0.984300,0.9900,0.04171254
coupled,-1.0,9,240,1.312557,0.984179,0.9900,0.04143181
coupled,-1.0,9,255,1.456745,0.983878,0.9900,0.04145356
coupled,-1.0,9,270,1.246262,0.984355,0.9900,0.04142742
coupled,-1.0,9,285,1.377974,0.984063,0.9900,0.04140540
coupled,-1.0,9,300,1.338454,0.983898,0.9900,0.04151396
coupled,0.0,10,0,1.898992,0.910422,0.8959,0.08407956
coupled,0.0,10,15,1.401047,0.974558,0.9900,0.08407956
coupled,0.0,10,30,1.293146,0.975987,0.9900,0.08407956
coupled,0.0,10,45,1.115834,0.974130,0.9900,0.08407956
coupled,0.0,10,60,1.056628,0.970795,0.9900,0.08407956
coupled,0.0,10,75,1.129045,0.967812,0.9900,0.08407956
coupled,0.0,10,90,0.946699,0.965768,0.9900,0.08407956
coupled,0.0,10,105,0.975795,0.963880,0.9900,0.08407956
coupled,0.0,10,120,0.906602,0.962810,0.9900,0.08407956
coupled,0.0,10,135,0.947615,0.962529,0.9900,0.08407956
coupled,0.0,10,150,1.084762,0.962916,0.9900,0.08407956
coupled,0.0,10,165,1.010594,0.963579,0.9900,0.08407956
coupled,0.0,10,180,1.052913,0.962629,0.9900,0.08407956
coupled,0.0,10,195,0.922035,0.962386,0.9900,0.08407956
coupled,0.0,10,210,1.028878,0.962932,0.9900,0.08407956
coupled,0.0,10,225,0.997006,0.962019,0.9900,0.08407956
coupled,0.0,10,240,1.018164,0.962418,0.9900,0.08407956
coupled,0.0,10,255,0.788596,0.962585,0.9900,0.08407956
coupled,0.0,10,270,1.045992,0.962442,0.9900,0.08407956
coupled,0.0,10,285,1.037433,0.962207,0.9900,0.08407956
coupled,0.0,10,300,1.125603,0.962612,0.9900,0.08407956
coupled,0.5,10,0,1.470733,0.916539,0.8959,0.03050226
coupled,0.5,10,15,1.040921,0.975783,0.9900,0.02209711
coupled,0.5,10,30,0.818392,0.977212,0.9900,0.02194209
coupled,0.5,10,45,0.688985,0.975484,0.9900,0.02193132
coupled,0.5,10,60,0.620893,0.972255,0.9900,0.02207560
coupled,0.5,10,75,0.732307,0.969316,0.9900,0.02205775
coupled,0.5,10,90,0.627280,0.967307,0.9900,0.02215396
coupled,0.5,10,105,0.603584,0.965481,0.9900,0.02220053
coupled,0.5,10,120,0.542097,0.964429,0.9900,0.02229825
coupled,0.5,10,135,0.581279,0.964211,0.9900,0.02236547
coupled,0.5,10,150,0.705517,0.964553,0.9900,0.02227761
coupled,0.5,10,165,0.642972,0.965119,0.9900,0.02220304
coupled,0.5,10,180,0.690252,0.964282,0.9900,0.02237314
coupled,0.5,10,195,0.563979,0.964063,0.9900,0.02236417
coupled,0.5,10,210,0.641278,0.964586,0.9900,0.02225278
coupled,0.5,10,225,0.616315,0.963746,0.9900,0.02239809
coupled,0.5,10,240,0.643070,0.964079,0.9900,0.02231795
coupled,0.5,10,255,0.459526,0.964260,0.9900,0.02234396
coupled,0.5,10,270,0.646146,0.964157,0.9900,0.02238708
coupled,0.5,10,285,0.662646,0.963935,0.9900,0.02234932
coupled,0.5,10,300,0.748454,0.964255,0.9900,0.02234797
coupled,1.0,10,0,1.356892,0.921106,0.8959,0.00379770
coupled,1.0,10,15,1.077715,0.976132,0.9900,0.00008147
coupled,1.0,10,30,0.838218,0.977625,0.9900,0.00006212
coupled,1.0,10,45,0.685203,0.976006,0.9900,0.00006663
coupled,1.0,10,60,0.635214,0.972854,0.9900,0.00008548
coupled,1.0,10,75,0.771996,0.969929,0.9900,0.00009085
coupled,1.0,10,90,0.677573,0.967923,0.9900,0.00010006
coupled,1.0,10,105,0.632734,0.966109,0.9900,0.00011313
coupled,1.0,10,120,0.540054,0.965060,0.9900,0.00012479
coupled,1.0,10,135,0.581969,0.964868,0.9900,0.00013459
coupled,1.0,10,150,0.737736,0.965191,0.9900,0.00012298
coupled,1.0,10,165,0.655388,0.965713,0.9900,0.00010963
coupled,1.0,10,180,0.723157,0.964929,0.9900,0.00013592
coupled,1.0,10,195,0.601738,0.964724,0.9900,0.00013229
coupled,1.0,10,210,0.652490,0.965237,0.9900,0.00012717
coupled,1.0,10,225,0.610063,0.964432,0.9900,0.00013927
coupled,1.0,10,240,0.642497,0.964735,0.9900,0.00013568
coupled,1.0,10,255,0.493949,0.964922,0.9900,0.00013466
coupled,1.0,10,270,0.705878,0.964840,0.9900,0.00013688
coupled,1.0,10,285,0.673723,0.964622,0.9900,0.00013435
coupled,1.0,10,300,0.755055,0.964897,0.9900,0.00013074
coupled,-1.0,10,0,1.575932,0.913462,0.8959,0.04889023
coupled,-1.0,10,15,1.100838,0.975089,0.9900,0.03765846
coupled,-1.0,10,30,0.900542,0.976647,0.9900,0.03632544
coupled,-1.0,10,45,0.762863,0.974994,0.9900,0.03594170
coupled,-1.0,10,60,0.694695,0.971796,0.9900,0.03559405
coupled,-1.0,10,75,0.780284,0.968848,0.9900,0.03523920
coupled,-1.0,10,90,0.663342,0.966812,0.9900,0.03532260
coupled,-1.0,10,105,0.646721,0.964947,0.9900,0.03508789
coupled,-1.0,10,120,0.586886,0.963898,0.9900,0.03505576
coupled,-1.0,10,135,0.620663,0.963646,0.9900,0.03517499
coupled,-1.0,10,150,0.750227,0.963998,0.9900,0.03518970
coupled,-1.0,10,165,0.692307,0.964594,0.9900,0.03505354
coupled,-1.0,10,180,0.737527,0.963733,0.9900,0.03526137
coupled,-1.0,10,195,0.601039,0.963510,0.9900,0.03504823
coupled,-1.0,10,210,0.689390,0.964041,0.9900,0.03514641
coupled,-1.0,10,225,0.669522,0.963184,0.9900,0.03545369
coupled,-1.0,10,240,0.691817,0.963534,0.9900,0.03516762
coupled,-1.0,10,255,0.499129,0.963704,0.9900,0.03510575
coupled,-1.0,10,270,0.688414,0.963613,0.9900,0.03527304
coupled,-1.0,10,285,0.700727,0.963368,0.9900,0.03531610
coupled,-1.0,10,300,0.795162,0.963723,0.9900,0.03525357
coupled,0.0,11,0,4.472622,0.844535,0.9113,0.09893822
coupled,0.0,11,15,1.443156,0.986339,0.9900,0.09893822
coupled,0.0,11,30,1.022234,0.982597,0.9900,0.09893822
coupled,0.0,11,45,0.979516,0.980644,0.9900,0.09893822
coupled,0.0,11,60,1.024449,0.980166,0.9900,0.09893822
coupled,0.0,11,75,0.921048,0.979861,0.9900,0.09893822
coupled,0.0,11,90,1.038287,0.979714,0.9900,0.09893822
coupled,0.0,11,105,1.047420,0.979520,0.9900,0.09893822
coupled,0.0,11,120,1.143226,0.979782,0.9900,0.09893822
coupled,0.0,11,135,1.083240,0.979676,0.9900,0.09893822
coupled,0.0,11,150,1.160959,0.979660,0.9900,0.09893822
coupled,0.0,11,165,1.111380,0.979125,0.9900,0.09893822
coupled,0.0,11,180,1.073247,0.979286,0.9900,0.09893822
coupled,0.0,11,195,1.090504,0.979653,0.9900,0.09893822
coupled,0.0,11,210,0.906001,0.979899,0.9900,0.09893822
coupled,0.0,11,225,1.165963,0.979226,0.9900,0.09893822
coupled,0.0,11,240,1.229091,0.979535,0.9900,0.09893822
coupled,0.0,11,255,1.138502,0.979654,0.9900,0.09893822
coupled,0.0,11,270,1.067056,0.978992,0.9900,0.09893822
coupled,0.0,11,285,1.031028,0.979685,0.9900,0.09893822
coupled,0.0,11,300,1.036266,0.979457,0.9900,0.09893822
coupled,0.5,11,0,3.651477,0.856842,0.9113,0.05118429
coupled,0.5,11,15,0.610139,0.988701,0.9900,0.02564728
coupled,0.5,11,30,0.149709,0.985354,0.9900,0.02565008
coupled,0.5,11,45,0.174808,0.983748,0.9900,0.02567713
coupled,0.5,11,60,0.167149,0.983406,0.9900,0.02575461
coupled,0.5,11,75,0.101426,0.983146,0.9900,0.02575660
coupled,0.5,11,90,0.229070,0.982927,0.9900,0.02570756
coupled,0.5,11,105,0.223865,0.982770,0.9900,0.02580719
coupled,0.5,11,120,0.345419,0.983025,0.9900,0.02573167
coupled,0.5,11,135,0.253041,0.983041,0.9900,0.02576276
coupled,0.5,11,150,0.356041,0.982947,0.9900,0.02579685
coupled,0.5,11,165,0.297292,0.982568,0.9900,0.02583772
coupled,0.5,11,180,0.222717,0.982685,0.9900,0.02588221
coupled,0.5,11,195,0.239862,0.982929,0.9900,0.02573603
coupled,0.5,11,210,0.129127,0.983106,0.9900,0.02573982
coupled,0.5,11,225,0.351617,0.982656,0.9900,0.02580926
coupled,0.5,11,240,0.385827,0.982918,0.9900,0.02570154
coupled,0.5,11,255,0.307681,0.982980,0.9900,0.02570994
coupled,0.5,11,270,0.201213,0.982552,0.9900,0.02580277
coupled,0.5,11,285,0.204997,0.982979,0.9900,0.02577082
coupled,0.5,11,300,0.202539,0.982790,0.9900,0.02575537
coupled,1.0,11,0,3.058115,0.867050,0.9113,0.02322684
coupled,1.0,11,15,0.609668,0.989436,0.9900,0.00004511
coupled,1.0,11,30,0.154742,0.986269,0.9900,0.00005139
coupled,1.0,11,45,0.172521,0.984775,0.9900,0.00005558
coupled,1.0,11,60,0.156002,0.984481,0.9900,0.00006286
coupled,1.0,11,75,0.112685,0.984222,0.9900,0.00006640
coupled,1.0,11,90,0.213066,0.983984,0.9900,0.00006254
coupled,1.0,11,105,0.231568,0.983833,0.9900,0.00007195
coupled,1.0,11,120,0.353283,0.984097,0.9900,0.00006354
coupled,1.0,11,135,0.250767,0.984145,0.9900,0.00006442
coupled,1.0,11,150,0.335485,0.984033,0.9900,0.00006722
coupled,1.0,11,165,0.283993,0.983702,0.9900,0.00007836
coupled,1.0,11,180,0.228729,0.983802,0.9900,0.00007551
coupled,1.0,11,195,0.246198,0.984005,0.9900,0.00006455
coupled,1.0,11,210,0.124535,0.984160,0.9900,0.00006336
coupled,1.0,11,225,0.370355,0.983781,0.9900,0.00007190
coupled,1.0,11,240,0.373978,0.984034,0.9900,0.00006127
coupled,1.0,11,255,0.322845,0.984072,0.9900,0.00006587
coupled,1.0,11,270,0.172301,0.983721,0.9900,0.00007205
coupled,1.0,11,285,0.230110,0.984061,0.9900,0.00006561
coupled,1.0,11,300,0.205640,0.983880,0.9900,0.00006543
coupled,-1.0,11,0,4.074769,0.849147,0.9113,0.07872284
coupled,-1.0,11,15,0.791263,0.988028,0.9900,0.04904269
coupled,-1.0,11,30,0.314876,0.984652,0.9900,0.04751542
coupled,-1.0,11,45,0.337905,0.982908,0.9900,0.04730642
coupled,-1.0,11,60,0.341217,0.982518,0.9900,0.04750717
coupled,-1.0,11,75,0.253489,0.982233,0.9900,0.04741700
coupled,-1.0,11,90,0.396764,0.982041,0.9900,0.04719983
coupled,-1.0,11,105,0.381239,0.981833,0.9900,0.04745196
coupled,-1.0,11,120,0.503039,0.982138,0.9900,0.04721735
coupled,-1.0,11,135,0.435501,0.982096,0.9900,0.04725371
coupled,-1.0,11,150,0.509261,0.982059,0.9900,0.04714467
coupled,-1.0,11,165,0.470239,0.981593,0.9900,0.04743664
coupled,-1.0,11,180,0.386543,0.981736,0.9900,0.04736882
coupled,-1.0,11,195,0.398637,0.982019,0.9900,0.04701627
coupled,-1.0,11,210,0.285095,0.982197,0.9900,0.04717313
coupled,-1.0,11,225,0.498845,0.981708,0.9900,0.04739268
coupled,-1.0,11,240,0.558522,0.981995,0.9900,0.04721134
coupled,-1.0,11,255,0.466348,0.982035,0.9900,0.04738445
coupled,-1.0,11,270,0.379711,0.981533,0.9900,0.04730068
coupled,-1.0,11,285,0.361200,0.982079,0.9900,0.04721665
coupled,-1.0,11,300,0.347627,0.981872,0.9900,0.04709742
coupled,0.0,12,0,3.204244,0.894415,0.6862,0.07749822
coupled,0.0,12,15,1.035579,0.985572,0.9900,0.07749822
coupled,0.0,12,30,0.809569,0.984410,0.9900,0.07749822
coupled,0.0,12,45,0.639151,0.983818,0.9900,0.07749822
coupled,0.0,12,60,0.856146,0.984234,0.9900,0.07749822
coupled,0.0,12,75,0.555349,0.985219,0.9900,0.07749822
coupled,0.0,12,90,0.804797,0.985969,0.9900,0.07749822
coupled,0.0,12,105,0.687790,0.986334,0.9900,0.07749822
coupled,0.0,12,120,0.591237,0.986554,0.9900,0.07749822
coupled,0.0,12,135,0.636187,0.986832,0.9900,0.07749822
coupled,0.0,12,150,0.669848,0.986561,0.9900,0.07749822
coupled,0.0,12,165,0.604346,0.986729,0.9900,0.07749822
coupled,0.0,12,180,0.888020,0.986556,0.9900,0.07749822
coupled,0.0,12,195,0.595336,0.986935,0.9900,0.07749822
coupled,0.0,12,210,0.752441,0.986863,0.9900,0.07749822
coupled,0.0,12,225,0.757744,0.986913,0.9900,0.07749822
coupled,0.0,12,240,0.784304,0.986749,0.9900,0.07749822
coupled,0.0,12,255,0.633988,0.986966,0.9900,0.07749822
coupled,0.0,12,270,0.712190,0.986827,0.9900,0.07749822
coupled,0.0,12,285,0.500289,0.986827,0.9900,0.07749822
coupled,0.0,12,300,0.680703,0.986827,0.9900,0.07749822
coupled,0.5,12,0,1.947397,0.911513,0.6862,0.02735586
coupled,0.5,12,15,0.354230,0.987408,0.9900,0.01961017
coupled,0.5,12,30,0.181678,0.986001,0.9900,0.01956202
coupled,0.5,12,45,0.073198,0.985385,0.9900,0.01962838
coupled,0.5,12,60,0.247293,0.985759,0.9900,0.01966085
coupled,0.5,12,75,0.016291,0.986527,0.9900,0.01962719
coupled,0.5,12,90,0.162372,0.987153,0.9900,0.01960037
coupled,0.5,12,105,0.098154,0.987492,0.9900,0.01959432
coupled,0.5,12,120,0.023221,0.987711,0.9900,0.01959853
coupled,0.5,12,135,0.048319,0.988009,0.9900,0.01957656
coupled,0.5,12,150,0.054703,0.987841,0.9900,0.01958857
coupled,0.5,12,165,0.000000,0.988080,0.9900,0.01959377
coupled,0.5,12,180,0.234378,0.988012,0.9900,0.01959574
coupled,0.5,12,195,0.000000,0.988356,0.9900,0.01956191
coupled,0.5,12,210,0.125843,0.988401,0.9900,0.01959212
coupled,0.5,12,225,0.124044,0.988449,0.9900,0.01961794
coupled,0.5,12,240,0.093841,0.988345,0.9900,0.01959601
coupled,0.5,12,255,0.002194,0.988464,0.9900,0.01955956
coupled,0.5,12,270,0.044961,0.988441,0.9900,0.01959052
coupled,0.5,12,285,0.000000,0.988397,0.9900,0.01958078
coupled,0.5,12,300,0.084823,0.988331,0.9900,0.01956357
coupled,1.0,12,0,1.354419,0.921232,0.6862,0.00258772
coupled,1.0,12,15,0.412832,0.987832,0.9900,0.00001169
coupled,1.0,12,30,0.247179,0.986351,0.9900,0.00001269
coupled,1.0,12,45,0.101186,0.985653,0.9900,0.00001558
coupled,1.0,12,60,0.332140,0.985977,0.9900,0.00001573
coupled,1.0,12,75,0.068825,0.986649,0.9900,0.00001383
coupled,1.0,12,90,0.200029,0.987195,0.9900,0.00001214
coupled,1.0,12,105,0.153822,0.987463,0.9900,0.00001201
coupled,1.0,12,120,0.086787,0.987612,0.9900,0.00001143
coupled,1.0,12,135,0.087692,0.987844,0.9900,0.00001097
coupled,1.0,12,150,0.072347,0.987622,0.9900,0.00001116
coupled,1.0,12,165,0.037942,0.987825,0.9900,0.00001112
coupled,1.0,12,180,0.296266,0.987736,0.9900,0.00001147
coupled,1.0,12,195,0.037171,0.988072,0.9900,0.00000990
coupled,1.0,12,210,0.228236,0.988163,0.9900,0.00001092
coupled,1.0,12,225,0.175482,0.988240,0.9900,0.00001050
coupled,1.0,12,240,0.161027,0.988206,0.9900,0.00001044
coupled,1.0,12,255,0.061935,0.988371,0.9900,0.00000955
coupled,1.0,12,270,0.105883,0.988459,0.9900,0.00001013
coupled,1.0,12,285,0.000000,0.988471,0.9900,0.00000990
coupled,1.0,12,300,0.124756,0.988457,0.9900,0.00000990
coupled,-1.0,12,0,2.297871,0.903021,0.6862,0.04616801
coupled,-1.0,12,15,0.467140,0.986885,0.9900,0.03136937
coupled,-1.0,12,30,0.260550,0.985514,0.9900,0.03061812
coupled,-1.0,12,45,0.124489,0.984820,0.9900,0.03065538
coupled,-1.0,12,60,0.305791,0.985140,0.9900,0.03058924
coupled,-1.0,12,75,0.076812,0.985890,0.9900,0.03078426
coupled,-1.0,12,90,0.229386,0.986511,0.9900,0.03055751
coupled,-1.0,12,105,0.156331,0.986790,0.9900,0.03064060
coupled,-1.0,12,120,0.095702,0.986970,0.9900,0.03055473
coupled,-1.0,12,135,0.130442,0.987213,0.9900,0.03065269
coupled,-1.0,12,150,0.134679,0.987001,0.9900,0.03063316
coupled,-1.0,12,165,0.074721,0.987217,0.9900,0.03054312
coupled,-1.0,12,180,0.340526,0.987138,0.9900,0.03053141
coupled,-1.0,12,195,0.037680,0.987553,0.9900,0.03054167
coupled,-1.0,12,210,0.232603,0.987617,0.9900,0.03064201
coupled,-1.0,12,225,0.204087,0.987767,0.9900,0.03060576
coupled,-1.0,12,240,0.181701,0.987696,0.9900,0.03054210
coupled,-1.0,12,255,0.085213,0.987920,0.9900,0.03031092
coupled,-1.0,12,270,0.141243,0.987930,0.9900,0.03058666
coupled,-1.0,12,285,0.000000,0.987961,0.9900,0.03049600
coupled,-1.0,12,300,0.148539,0.987923,0.9900,0.03051400
coupled,0.0,13,0,2.934892,0.867592,0.8994,0.09000000
coupled,0.0,13,15,1.805545,0.979263,0.9900,0.09000000
coupled,0.0,13,30,1.607494,0.983475,0.9900,0.09000000
coupled,0.0,13,45,1.609225,0.984198,0.9900,0.09000000
coupled,0.0,13,60,1.515303,0.984162,0.9900,0.09000000
coupled,0.0,13,75,1.524645,0.984107,0.9900,0.09000000
coupled,0.0,13,90,1.601137,0.984697,0.9900,0.09000000
coupled,0.0,13,105,1.485217,0.984734,0.9900,0.09000000
coupled,0.0,13,120,1.585173,0.984624,0.9900,0.09000000
coupled,0.0,13,135,1.429822,0.984926,0.9900,0.09000000
coupled,0.0,13,150,1.437595,0.984819,0.9900,0.09000000
coupled,0.0,13,165,1.473723,0.985020,0.9900,0.09000000
coupled,0.0,13,180,1.596090,0.984912,0.9900,0.09000000
coupled,0.0,13,195,1.607995,0.985093,0.9900,0.09000000
coupled,0.0,13,210,1.525916,0.984784,0.9900,0.09000000
coupled,0.0,13,225,1.391124,0.985034,0.9900,0.09000000
coupled,0.0,13,240,1.568283,0.985091,0.9900,0.09000000
coupled,0.0,13,255,1.470859,0.984849,0.9900,0.09000000
coupled,0.0,13,270,1.461892,0.985067,0.9900,0.09000000
coupled,0.0,13,285,1.637307,0.984996,0.9900,0.09000000
coupled,0.0,13,300,1.581027,0.985055,0.9900,0.09000000
coupled,0.5,13,0,1.596043,0.890356,0.8994,0.03048906
coupled,0.5,13,15,0.640961,0.984467,0.9900,0.02300335
coupled,0.5,13,30,0.355297,0.987228,0.9900,0.02291268
coupled,0.5,13,45,0.457503,0.987852,0.9900,0.02291668
coupled,0.5,13,60,0.311843,0.987834,0.9900,0.02288082
coupled,0.5,13,75,0.353105,0.987741,0.9900,0.02294108
coupled,0.5,13,90,0.391453,0.988107,0.9900,0.02288465
coupled,0.5,13,105,0.283786,0.988165,0.9900,0.02285026
coupled,0.5,13,120,0.425497,0.988109,0.9900,0.02289523
coupled,0.5,13,135,0.263948,0.988219,0.9900,0.02287602
coupled,0.5,13,150,0.254707,0.988280,0.9900,0.02289086
coupled,0.5,13,165,0.339197,0.988336,0.9900,0.02283211
coupled,0.5,13,180,0.380941,0.988309,0.9900,0.02288175
coupled,0.5,13,195,0.434368,0.988356,0.9900,0.02291297
coupled,0.5,13,210,0.357751,0.988314,0.9900,0.02288282
coupled,0.5,13,225,0.243246,0.988322,0.9900,0.02289029
coupled,0.5,13,240,0.356905,0.988435,0.9900,0.02286053
coupled,0.5,13,255,0.258314,0.988281,0.9900,0.02286026
coupled,0.5,13,270,0.308295,0.988391,0.9900,0.02284196
coupled,0.5,13,285,0.453996,0.988386,0.9900,0.02291643
coupled,0.5,13,300,0.389687,0.988378,0.9900,0.02288050
coupled,1.0,13,0,0.935314,0.910971,0.8994,0.00302008
coupled,1.0,13,15,0.548688,0.985882,0.9900,0.00003142
coupled,1.0,13,30,0.294542,0.988422,0.9900,0.00002101
coupled,1.0,13,45,0.422473,0.989088,0.9900,0.00001939
coupled,1.0,13,60,0.293237,0.989052,0.9900,0.00001782
coupled,1.0,13,75,0.296756,0.988898,0.9900,0.00002030
coupled,1.0,13,90,0.320794,0.989152,0.9900,0.00001841
coupled,1.0,13,105,0.239287,0.989171,0.9900,0.00001810
coupled,1.0,13,120,0.327659,0.989096,0.9900,0.00001875
coupled,1.0,13,135,0.228038,0.989137,0.9900,0.00001839
coupled,1.0,13,150,0.200157,0.989216,0.9900,0.00001878
coupled,1.0,13,165,0.293485,0.989228,0.9900,0.00001675
coupled,1.0,13,180,0.314407,0.989212,0.9900,0.00001832
coupled,1.0,13,195,0.383402,0.989222,0.9900,0.00002098
coupled,1.0,13,210,0.306306,0.989243,0.9900,0.00001819
coupled,1.0,13,225,0.182234,0.989189,0.9900,0.00001832
coupled,1.0,13,240,0.290510,0.989318,0.9900,0.00001660
coupled,1.0,13,255,0.219780,0.989179,0.9900,0.00001793
coupled,1.0,13,270,0.248930,0.989264,0.9900,0.00001633
coupled,1.0,13,285,0.426072,0.989272,0.9900,0.00001875
coupled,1.0,13,300,0.293523,0.989247,0.9900,0.00001773
coupled,-1.0,13,0,2.290405,0.875596,0.8994,0.06387598
coupled,-1.0,13,15,0.999280,0.982792,0.9900,0.04410165
coupled,-1.0,13,30,0.714390,0.986312,0.9900,0.04357751
coupled,-1.0,13,45,0.792286,0.987146,0.9900,0.04328021
coupled,-1.0,13,60,0.620929,0.987088,0.9900,0.04323498
coupled,-1.0,13,75,0.633707,0.986936,0.9900,0.04306631
coupled,-1.0,13,90,0.711168,0.987367,0.9900,0.04290848
coupled,-1.0,13,105,0.566160,0.987345,0.9900,0.04306836
coupled,-1.0,13,120,0.721947,0.987252,0.9900,0.04304315
coupled,-1.0,13,135,0.543740,0.987447,0.9900,0.04285416
coupled,-1.0,13,150,0.545723,0.987364,0.9900,0.04293819
coupled,-1.0,13,165,0.613399,0.987489,0.9900,0.04277485
coupled,-1.0,13,180,0.708262,0.987431,0.9900,0.04285728
coupled,-1.0,13,195,0.722222,0.987481,0.9900,0.04296317
coupled,-1.0,13,210,0.638765,0.987386,0.9900,0.04293209
coupled,-1.0,13,225,0.539003,0.987472,0.9900,0.04282719
coupled,-1.0,13,240,0.658594,0.987534,0.9900,0.04285110
coupled,-1.0,13,255,0.549875,0.987433,0.9900,0.04269791
coupled,-1.0,13,270,0.597069,0.987525,0.9900,0.04303585
coupled,-1.0,13,285,0.743392,0.987455,0.9900,0.04281888
coupled,-1.0,13,300,0.685882,0.987480,0.9900,0.04298187
coupled,0.0,14,0,3.080537,0.861885,0.9000,0.08025600
coupled,0.0,14,15,2.413744,0.980142,0.9900,0.08025600
coupled,0.0,14,30,1.927552,0.983672,0.9900,0.08025600
coupled,0.0,14,45,1.813709,0.982178,0.9900,0.08025600
coupled,0.0,14,60,1.699487,0.981784,0.9900,0.08025600
coupled,0.0,14,75,1.851599,0.980695,0.9900,0.08025600
coupled,0.0,14,90,1.552037,0.980739,0.9900,0.08025600
coupled,0.0,14,105,1.934485,0.980279,0.9900,0.08025600
coupled,0.0,14,120,1.830860,0.980137,0.9900,0.08025600
coupled,0.0,14,135,1.909129,0.979866,0.9900,0.08025600
coupled,0.0,14,150,1.858240,0.980665,0.9900,0.08025600
coupled,0.0,14,165,1.833656,0.980044,0.9900,0.08025600
coupled,0.0,14,180,1.741984,0.979912,0.9900,0.08025600
coupled,0.0,14,195,1.767145,0.979724,0.9900,0.08025600
coupled,0.0,14,210,1.640724,0.980208,0.9900,0.08025600
coupled,0.0,14,225,1.589403,0.980281,0.9900,0.08025600
coupled,0.0,14,240,1.606308,0.979836,0.9900,0.08025600
coupled,0.0,14,255,1.732751,0.979710,0.9900,0.08025600
coupled,0.0,14,270,1.824261,0.980146,0.9900,0.08025600
coupled,0.0,14,285,1.768334,0.979689,0.9900,0.08025600
coupled,0.0,14,300,1.600680,0.980128,0.9900,0.08025600
coupled,0.5,14,0,2.647019,0.862677,0.9000,0.05503897
coupled,0.5,14,15,1.618934,0.980774,0.9900,0.02402167
coupled,0.5,14,30,1.242708,0.984328,0.9900,0.02245005
coupled,0.5,14,45,1.140311,0.982908,0.9900,0.02257929
coupled,0.5,14,60,1.048416,0.982510,0.9900,0.02252897
coupled,0.5,14,75,1.192867,0.981513,0.9900,0.02279651
coupled,0.5,14,90,0.931696,0.981542,0.9900,0.02272915
coupled,0.5,14,105,1.253305,0.981060,0.9900,0.02280383
coupled,0.5,14,120,1.152757,0.980964,0.9900,0.02283456
coupled,0.5,14,135,1.228229,0.980705,0.9900,0.02292348
coupled,0.5,14,150,1.202902,0.981387,0.9900,0.02271186
coupled,0.5,14,165,1.144871,0.980831,0.9900,0.02282864
coupled,0.5,14,180,1.065999,0.980705,0.9900,0.02288596
coupled,0.5,14,195,1.115697,0.980559,0.9900,0.02292985
coupled,0.5,14,210,0.998573,0.980993,0.9900,0.02273067
coupled,0.5,14,225,0.970637,0.981017,0.9900,0.02280297
coupled,0.5,14,240,0.905565,0.980587,0.9900,0.02292419
coupled,0.5,14,255,1.071160,0.980493,0.9900,0.02290649
coupled,0.5,14,270,1.151593,0.980876,0.9900,0.02284662
coupled,0.5,14,285,1.082376,0.980445,0.9900,0.02299626
coupled,0.5,14,300,0.916148,0.980860,0.9900,0.02271358
coupled,1.0,14,0,2.380511,0.862920,0.9000,0.03768055
coupled,1.0,14,15,1.492542,0.980766,0.9900,0.00089101
coupled,1.0,14,30,1.180871,0.984541,0.9900,0.00032350
coupled,1.0,14,45,1.098800,0.983192,0.9900,0.00036520
coupled,1.0,14,60,0.989461,0.982821,0.9900,0.00034618
coupled,1.0,14,75,1.149985,0.981896,0.9900,0.00040959
coupled,1.0,14,90,0.893626,0.981924,0.9900,0.00040397
coupled,1.0,14,105,1.228405,0.981432,0.9900,0.00041240
coupled,1.0,14,120,1.063292,0.981359,0.9900,0.00041969
coupled,1.0,14,135,1.175844,0.981104,0.9900,0.00045248
coupled,1.0,14,150,1.164921,0.981720,0.9900,0.00038743
coupled,1.0,14,165,1.091738,0.981194,0.9900,0.00042468
coupled,1.0,14,180,1.009252,0.981070,0.9900,0.00044192
coupled,1.0,14,195,1.033470,0.980941,0.9900,0.00045883
coupled,1.0,14,210,0.904853,0.981347,0.9900,0.00040488
coupled,1.0,14,225,0.941848,0.981340,0.9900,0.00042248
coupled,1.0,14,240,0.870527,0.980912,0.9900,0.00044980
coupled,1.0,14,255,1.055922,0.980829,0.9900,0.00047034
coupled,1.0,14,270,1.100035,0.981175,0.9900,0.00041936
coupled,1.0,14,285,0.999909,0.980752,0.9900,0.00048858
coupled,1.0,14,300,0.846070,0.981143,0.9900,0.00040378
coupled,-1.0,14,0,2.799217,0.861991,0.9000,0.06714840
coupled,-1.0,14,15,1.819492,0.980123,0.9900,0.03840298
coupled,-1.0,14,30,1.365645,0.983989,0.9900,0.03585042
coupled,-1.0,14,45,1.255336,0.982603,0.9900,0.03569104
coupled,-1.0,14,60,1.157255,0.982242,0.9900,0.03552326
coupled,-1.0,14,75,1.291627,0.981245,0.9900,0.03589884
coupled,-1.0,14,90,1.027856,0.981282,0.9900,0.03573434
coupled,-1.0,14,105,1.364231,0.980798,0.9900,0.03581397
coupled,-1.0,14,120,1.264875,0.980696,0.9900,0.03602339
coupled,-1.0,14,135,1.348998,0.980426,0.9900,0.03589197
coupled,-1.0,14,150,1.302551,0.981135,0.9900,0.03575713
coupled,-1.0,14,165,1.244960,0.980566,0.9900,0.03578367
coupled,-1.0,14,180,1.181748,0.980418,0.9900,0.03584210
coupled,-1.0,14,195,1.226653,0.980261,0.9900,0.03588627
coupled,-1.0,14,210,1.100948,0.980709,0.9900,0.03583067
