mode,alpha,seed,H,kl_noisy,mean_body_out,rho_current,action_var
coupled,-1.0,4,225,0.489513,0.980063,0.9900,0.03494774
coupled,-1.0,4,240,0.497125,0.980081,0.9900,0.03511998
coupled,-1.0,4,255,0.670906,0.979911,0.9900,0.03530686
coupled,-1.0,4,270,0.448278,0.980432,0.9900,0.03496426
coupled,-1.0,4,285,0.623410,0.980235,0.9900,0.03508697
coupled,-1.0,4,300,0.538556,0.980152,0.9900,0.03481293
coupled,0.0,5,0,4.510202,0.882815,1.0424,0.10356622
coupled,0.0,5,15,3.095262,0.943597,0.9900,0.10356622
coupled,0.0,5,30,2.709028,0.931679,0.9900,0.10356622
coupled,0.0,5,45,2.822289,0.930491,0.9900,0.10356622
coupled,0.0,5,60,2.836903,0.930551,0.9900,0.10356622
coupled,0.0,5,75,2.767678,0.930802,0.9900,0.10356622
coupled,0.0,5,90,2.680415,0.930184,0.9900,0.10356622
coupled,0.0,5,105,2.591045,0.930816,0.9900,0.10356622
coupled,0.0,5,120,2.805587,0.930759,0.9900,0.10356622
coupled,0.0,5,135,2.643516,0.931081,0.9900,0.10356622
coupled,0.0,5,150,2.576763,0.930541,0.9900,0.10356622
coupled,0.0,5,165,2.470854,0.930052,0.9900,0.10356622
coupled,0.0,5,180,2.557558,0.930176,0.9900,0.10356622
coupled,0.0,5,195,2.506141,0.931005,0.9900,0.10356622
coupled,0.0,5,210,2.496820,0.929915,0.9900,0.10356622
coupled,0.0,5,225,2.725245,0.930281,0.9900,0.10356622
coupled,0.0,5,240,2.656804,0.930134,0.9900,0.10356622
coupled,0.0,5,255,2.618535,0.930377,0.9900,0.10356622
coupled,0.0,5,270,2.678458,0.931293,0.9900,0.10356622
coupled,0.0,5,285,2.692208,0.931195,0.9900,0.10356622
coupled,0.0,5,300,2.767000,0.929553,0.9900,0.10356622
coupled,0.5,5,0,3.144641,0.900963,1.0424,0.03530169
coupled,0.5,5,15,1.834525,0.949044,0.9900,0.02854525
coupled,0.5,5,30,1.621648,0.935571,0.9900,0.02906966
coupled,0.5,5,45,1.778341,0.934228,0.9900,0.02949399
coupled,0.5,5,60,1.811031,0.934551,0.9900,0.02928858
coupled,0.5,5,75,1.769459,0.935084,0.9900,0.02947944
coupled,0.5,5,90,1.731283,0.934705,0.9900,0.02945588
coupled,0.5,5,105,1.670436,0.935288,0.9900,0.02943071
coupled,0.5,5,120,1.816013,0.935247,0.9900,0.02941259
coupled,0.5,5,135,1.665503,0.935514,0.9900,0.02915920
coupled,0.5,5,150,1.658011,0.935178,0.9900,0.02917425
coupled,0.5,5,165,1.509895,0.934670,0.9900,0.02931263
coupled,0.5,5,180,1.638435,0.934737,0.9900,0.02956655
coupled,0.5,5,195,1.531263,0.935518,0.9900,0.02919631
coupled,0.5,5,210,1.516817,0.934555,0.9900,0.02945676
coupled,0.5,5,225,1.732360,0.934852,0.9900,0.02945916
coupled,0.5,5,240,1.721196,0.934800,0.9900,0.02940126
coupled,0.5,5,255,1.664880,0.935063,0.9900,0.02961826
coupled,0.5,5,270,1.721332,0.935814,0.9900,0.02944997
coupled,0.5,5,285,1.704957,0.935822,0.9900,0.02946485
coupled,0.5,5,300,1.777935,0.934270,0.9900,0.02955348
coupled,1.0,5,0,2.126208,0.914033,1.0424,0.00366171
coupled,1.0,5,15,1.474127,0.950797,0.9900,0.00038214
coupled,1.0,5,30,1.450695,0.936042,0.9900,0.00055317
coupled,1.0,5,45,1.611706,0.934265,0.9900,0.00068379
coupled,1.0,5,60,1.622060,0.934597,0.9900,0.00063935
coupled,1.0,5,75,1.626812,0.935600,0.9900,0.00066915
coupled,1.0,5,90,1.588676,0.935714,0.9900,0.00066560
coupled,1.0,5,105,1.571879,0.936526,0.9900,0.00065052
coupled,1.0,5,120,1.688786,0.936621,0.9900,0.00063696
coupled,1.0,5,135,1.556664,0.936908,0.9900,0.00057976
coupled,1.0,5,150,1.531548,0.936713,0.9900,0.00059193
coupled,1.0,5,165,1.381599,0.936209,0.9900,0.00062077
coupled,1.0,5,180,1.584007,0.936255,0.9900,0.00068713
coupled,1.0,5,195,1.410021,0.937007,0.9900,0.00058421
coupled,1.0,5,210,1.359314,0.936118,0.9900,0.00065879
coupled,1.0,5,225,1.614016,0.936368,0.9900,0.00066511
coupled,1.0,5,240,1.580847,0.936379,0.9900,0.00062884
coupled,1.0,5,255,1.539846,0.936685,0.9900,0.00070561
coupled,1.0,5,270,1.579909,0.937336,0.9900,0.00065561
coupled,1.0,5,285,1.566387,0.937396,0.9900,0.00064250
coupled,1.0,5,300,1.643848,0.935877,0.9900,0.00069224
coupled,-1.0,5,0,3.929445,0.888556,1.0424,0.07684981
coupled,-1.0,5,15,2.271177,0.945468,0.9900,0.05772166
coupled,-1.0,5,30,1.966694,0.931735,0.9900,0.05615071
coupled,-1.0,5,45,2.113539,0.929866,0.9900,0.05772084
coupled,-1.0,5,60,2.091873,0.930316,0.9900,0.05670883
coupled,-1.0,5,75,2.055562,0.931391,0.9900,0.05655237
coupled,-1.0,5,90,2.016425,0.931378,0.9900,0.05644300
coupled,-1.0,5,105,1.930970,0.932247,0.9900,0.05615567
coupled,-1.0,5,120,2.105123,0.932331,0.9900,0.05634951
coupled,-1.0,5,135,1.937802,0.932653,0.9900,0.05631710
coupled,-1.0,5,150,1.923531,0.932228,0.9900,0.05654475
coupled,-1.0,5,165,1.787682,0.931737,0.9900,0.05673374
coupled,-1.0,5,180,1.903624,0.931828,0.9900,0.05653611
coupled,-1.0,5,195,1.831438,0.932642,0.9900,0.05647703
coupled,-1.0,5,210,1.809665,0.931617,0.9900,0.05652576
coupled,-1.0,5,225,2.033457,0.931944,0.9900,0.05667371
coupled,-1.0,5,240,1.998369,0.931872,0.9900,0.05639905
coupled,-1.0,5,255,1.959633,0.932136,0.9900,0.05686902
coupled,-1.0,5,270,1.990825,0.932919,0.9900,0.05661888
coupled,-1.0,5,285,1.991926,0.932926,0.9900,0.05656790
coupled,-1.0,5,300,2.077750,0.931285,0.9900,0.05693414
coupled,0.0,6,0,2.332997,0.907377,0.8488,0.09106489
coupled,0.0,6,15,0.688467,0.972052,0.9900,0.09106489
coupled,0.0,6,30,0.290244,0.970371,0.9900,0.09106489
coupled,0.0,6,45,0.391154,0.969250,0.9900,0.09106489
coupled,0.0,6,60,0.460537,0.968831,0.9900,0.09106489
coupled,0.0,6,75,0.376651,0.968989,0.9900,0.09106489
coupled,0.0,6,90,0.388999,0.969194,0.9900,0.09106489
coupled,0.0,6,105,0.353552,0.969290,0.9900,0.09106489
coupled,0.0,6,120,0.303446,0.968783,0.9900,0.09106489
coupled,0.0,6,135,0.318725,0.969367,0.9900,0.09106489
coupled,0.0,6,150,0.392471,0.968928,0.9900,0.09106489
coupled,0.0,6,165,0.524679,0.969096,0.9900,0.09106489
coupled,0.0,6,180,0.356211,0.968522,0.9900,0.09106489
coupled,0.0,6,195,0.520302,0.968778,0.9900,0.09106489
coupled,0.0,6,210,0.374826,0.968616,0.9900,0.09106489
coupled,0.0,6,225,0.374310,0.968767,0.9900,0.09106489
coupled,0.0,6,240,0.213134,0.969140,0.9900,0.09106489
coupled,0.0,6,255,0.390706,0.968968,0.9900,0.09106489
coupled,0.0,6,270,0.515883,0.969067,0.9900,0.09106489
coupled,0.0,6,285,0.337675,0.969044,0.9900,0.09106489
coupled,0.0,6,300,0.389295,0.968729,0.9900,0.09106489
coupled,0.5,6,0,1.293493,0.918519,0.8488,0.03153498
coupled,0.5,6,15,0.239500,0.973531,0.9900,0.02352338
coupled,0.5,6,30,0.048188,0.971922,0.9900,0.02359882
coupled,0.5,6,45,0.182928,0.970866,0.9900,0.02367283
coupled,0.5,6,60,0.179679,0.970479,0.9900,0.02368044
coupled,0.5,6,75,0.121310,0.970610,0.9900,0.02362107
coupled,0.5,6,90,0.153283,0.970780,0.9900,0.02363600
coupled,0.5,6,105,0.121869,0.970887,0.9900,0.02366791
coupled,0.5,6,120,0.066554,0.970428,0.9900,0.02372588
coupled,0.5,6,135,0.085160,0.970948,0.9900,0.02366948
coupled,0.5,6,150,0.136446,0.970548,0.9900,0.02372684
coupled,0.5,6,165,0.277353,0.970751,0.9900,0.02367794
coupled,0.5,6,180,0.088878,0.970271,0.9900,0.02379570
coupled,0.5,6,195,0.300161,0.970470,0.9900,0.02367359
coupled,0.5,6,210,0.135838,0.970296,0.9900,0.02368299
coupled,0.5,6,225,0.143228,0.970454,0.9900,0.02373429
coupled,0.5,6,240,0.000000,0.970738,0.9900,0.02369066
coupled,0.5,6,255,0.182409,0.970606,0.9900,0.02366305
coupled,0.5,6,270,0.276217,0.970624,0.9900,0.02363530
coupled,0.5,6,285,0.124996,0.970649,0.9900,0.02368748
coupled,0.5,6,300,0.109830,0.970391,0.9900,0.02367960
coupled,1.0,6,0,0.934850,0.924292,0.8488,0.00303952
coupled,1.0,6,15,0.289306,0.974086,0.9900,0.00005643
coupled,1.0,6,30,0.107165,0.972541,0.9900,0.00006812
coupled,1.0,6,45,0.237245,0.971514,0.9900,0.00007248
coupled,1.0,6,60,0.225446,0.971139,0.9900,0.00007614
coupled,1.0,6,75,0.181747,0.971265,0.9900,0.00007053
coupled,1.0,6,90,0.211125,0.971417,0.9900,0.00006765
coupled,1.0,6,105,0.176276,0.971529,0.9900,0.00007443
coupled,1.0,6,120,0.133440,0.971091,0.9900,0.00007980
coupled,1.0,6,135,0.129176,0.971587,0.9900,0.00007275
coupled,1.0,6,150,0.163981,0.971203,0.9900,0.00007900
coupled,1.0,6,165,0.318745,0.971419,0.9900,0.00007344
coupled,1.0,6,180,0.116112,0.970975,0.9900,0.00008780
coupled,1.0,6,195,0.365249,0.971151,0.9900,0.00007274
coupled,1.0,6,210,0.172700,0.970972,0.9900,0.00007622
coupled,1.0,6,225,0.188149,0.971138,0.9900,0.00007833
coupled,1.0,6,240,0.053040,0.971380,0.9900,0.00007361
coupled,1.0,6,255,0.225920,0.971266,0.9900,0.00006991
coupled,1.0,6,270,0.340518,0.971250,0.9900,0.00006941
coupled,1.0,6,285,0.209397,0.971294,0.9900,0.00007475
coupled,1.0,6,300,0.135690,0.971061,0.9900,0.00007602
coupled,-1.0,6,0,1.551548,0.914536,0.8488,0.05023529
coupled,-1.0,6,15,0.294143,0.973095,0.9900,0.03915732
coupled,-1.0,6,30,0.068766,0.971549,0.9900,0.03884502
coupled,-1.0,6,45,0.206261,0.970479,0.9900,0.03873603
coupled,-1.0,6,60,0.203919,0.970088,0.9900,0.03867436
coupled,-1.0,6,75,0.143371,0.970225,0.9900,0.03855417
coupled,-1.0,6,90,0.149630,0.970403,0.9900,0.03865387
coupled,-1.0,6,105,0.137186,0.970520,0.9900,0.03867097
coupled,-1.0,6,120,0.077116,0.970044,0.9900,0.03876427
coupled,-1.0,6,135,0.103079,0.970576,0.9900,0.03875818
coupled,-1.0,6,150,0.159118,0.970164,0.9900,0.03883222
coupled,-1.0,6,165,0.298922,0.970348,0.9900,0.03873107
coupled,-1.0,6,180,0.105192,0.969873,0.9900,0.03883833
coupled,-1.0,6,195,0.312695,0.970069,0.9900,0.03871826
coupled,-1.0,6,210,0.156413,0.969899,0.9900,0.03863903
coupled,-1.0,6,225,0.159156,0.970072,0.9900,0.03869723
coupled,-1.0,6,240,0.002518,0.970364,0.9900,0.03853125
coupled,-1.0,6,255,0.188409,0.970222,0.9900,0.03861296
coupled,-1.0,6,270,0.293673,0.970263,0.9900,0.03848444
coupled,-1.0,6,285,0.130765,0.970280,0.9900,0.03860819
coupled,-1.0,6,300,0.142981,0.969986,0.9900,0.03880827
coupled,0.0,7,0,3.270885,0.869310,0.9000,0.09106489
coupled,0.0,7,15,1.303914,0.990800,0.9900,0.09106489
coupled,0.0,7,30,1.029958,0.986536,0.9900,0.09106489
coupled,0.0,7,45,0.773771,0.981063,0.9900,0.09106489
coupled,0.0,7,60,0.896908,0.977223,0.9900,0.09106489
coupled,0.0,7,75,0.870853,0.976311,0.9900,0.09106489
coupled,0.0,7,90,0.878897,0.975164,0.9900,0.09106489
coupled,0.0,7,105,0.875260,0.975122,0.9900,0.09106489
coupled,0.0,7,120,0.994990,0.973996,0.9900,0.09106489
coupled,0.0,7,135,0.923471,0.972789,0.9900,0.09106489
coupled,0.0,7,150,1.001747,0.972253,0.9900,0.09106489
coupled,0.0,7,165,0.847814,0.972557,0.9900,0.09106489
coupled,0.0,7,180,0.933369,0.972072,0.9900,0.09106489
coupled,0.0,7,195,0.742878,0.971874,0.9900,0.09106489
coupled,0.0,7,210,1.006910,0.971931,0.9900,0.09106489
coupled,0.0,7,225,0.800016,0.971516,0.9900,0.09106489
coupled,0.0,7,240,0.938112,0.972050,0.9900,0.09106489
coupled,0.0,7,255,1.029159,0.971263,0.9900,0.09106489
coupled,0.0,7,270,0.853053,0.971197,0.9900,0.09106489
coupled,0.0,7,285,0.826499,0.972023,0.9900,0.09106489
coupled,0.0,7,300,0.864005,0.972030,0.9900,0.09106489
coupled,0.5,7,0,2.384709,0.883259,0.9000,0.03728260
coupled,0.5,7,15,0.426055,0.992830,0.9900,0.02306116
coupled,0.5,7,30,0.326323,0.989165,0.9900,0.02311723
coupled,0.5,7,45,0.183593,0.984104,0.9900,0.02324853
coupled,0.5,7,60,0.289806,0.980878,0.9900,0.02339402
coupled,0.5,7,75,0.264243,0.980006,0.9900,0.02347346
coupled,0.5,7,90,0.269382,0.978837,0.9900,0.02341871
coupled,0.5,7,105,0.263606,0.978601,0.9900,0.02343357
coupled,0.5,7,120,0.358419,0.977648,0.9900,0.02352087
coupled,0.5,7,135,0.315880,0.976748,0.9900,0.02349797
coupled,0.5,7,150,0.427927,0.976161,0.9900,0.02351130
coupled,0.5,7,165,0.288924,0.976335,0.9900,0.02355556
coupled,0.5,7,180,0.301183,0.976153,0.9900,0.02355041
coupled,0.5,7,195,0.200865,0.975998,0.9900,0.02353606
coupled,0.5,7,210,0.456713,0.975879,0.9900,0.02359913
coupled,0.5,7,225,0.215120,0.975671,0.9900,0.02359858
coupled,0.5,7,240,0.400951,0.976047,0.9900,0.02356875
coupled,0.5,7,255,0.458520,0.975414,0.9900,0.02361385
coupled,0.5,7,270,0.228988,0.975328,0.9900,0.02359931
coupled,0.5,7,285,0.271173,0.975920,0.9900,0.02355059
coupled,0.5,7,300,0.320910,0.975936,0.9900,0.02352000
coupled,1.0,7,0,1.887610,0.893228,0.9000,0.00832151
coupled,1.0,7,15,0.376768,0.993378,0.9900,0.00000822
coupled,1.0,7,30,0.330505,0.989966,0.9900,0.00001494
coupled,1.0,7,45,0.208161,0.985035,0.9900,0.00002946
coupled,1.0,7,60,0.348309,0.981991,0.9900,0.00004558
coupled,1.0,7,75,0.316959,0.981109,0.9900,0.00005273
coupled,1.0,7,90,0.311913,0.979891,0.9900,0.00005580
coupled,1.0,7,105,0.333674,0.979557,0.9900,0.00005749
coupled,1.0,7,120,0.400559,0.978650,0.9900,0.00007001
coupled,1.0,7,135,0.371960,0.977860,0.9900,0.00006712
coupled,1.0,7,150,0.463140,0.977274,0.9900,0.00007638
coupled,1.0,7,165,0.301033,0.977413,0.9900,0.00007562
coupled,1.0,7,180,0.326645,0.977344,0.9900,0.00007738
coupled,1.0,7,195,0.240221,0.977176,0.9900,0.00007522
coupled,1.0,7,210,0.494702,0.977003,0.9900,0.00007731
coupled,1.0,7,225,0.241256,0.976858,0.9900,0.00008128
coupled,1.0,7,240,0.464538,0.977163,0.9900,0.00007113
coupled,1.0,7,255,0.513581,0.976583,0.9900,0.00008297
coupled,1.0,7,270,0.279280,0.976473,0.9900,0.00008608
coupled,1.0,7,285,0.331366,0.976989,0.9900,0.00007763
coupled,1.0,7,300,0.381902,0.976996,0.9900,0.00007467
coupled,-1.0,7,0,2.810178,0.874637,0.9000,0.06623093
coupled,-1.0,7,15,0.613422,0.992192,0.9900,0.04305863
coupled,-1.0,7,30,0.466252,0.988452,0.9900,0.04228526
coupled,-1.0,7,45,0.286689,0.983241,0.9900,0.04208856
coupled,-1.0,7,60,0.376822,0.979809,0.9900,0.04207612
coupled,-1.0,7,75,0.359509,0.978888,0.9900,0.04201220
coupled,-1.0,7,90,0.366212,0.977670,0.9900,0.04193095
coupled,-1.0,7,105,0.362975,0.977433,0.9900,0.04209555
coupled,-1.0,7,120,0.450292,0.976314,0.9900,0.04213580
coupled,-1.0,7,135,0.399802,0.975369,0.9900,0.04199693
coupled,-1.0,7,150,0.510594,0.974867,0.9900,0.04187976
coupled,-1.0,7,165,0.368002,0.975117,0.9900,0.04189995
coupled,-1.0,7,180,0.386670,0.974828,0.9900,0.04167078
coupled,-1.0,7,195,0.280046,0.974631,0.9900,0.04189915
coupled,-1.0,7,210,0.537661,0.974588,0.9900,0.04183631
coupled,-1.0,7,225,0.313127,0.974227,0.9900,0.04182485
coupled,-1.0,7,240,0.462793,0.974703,0.9900,0.04183949
coupled,-1.0,7,255,0.545693,0.974040,0.9900,0.04161807
coupled,-1.0,7,270,0.339306,0.973939,0.9900,0.04195995
coupled,-1.0,7,285,0.353779,0.974612,0.9900,0.04180840
coupled,-1.0,7,300,0.402427,0.974589,0.9900,0.04173402
coupled,0.0,8,0,2.095317,0.878888,1.0674,0.08732222
coupled,0.0,8,15,2.439042,0.981031,0.9900,0.08732222
coupled,0.0,8,30,2.274158,0.987836,0.9900,0.08732222
coupled,0.0,8,45,2.230912,0.987299,0.9900,0.08732222
coupled,0.0,8,60,2.307451,0.987377,0.9900,0.08732222
coupled,0.0,8,75,2.361527,0.986326,0.9900,0.08732222
coupled,0.0,8,90,2.242191,0.985980,0.9900,0.08732222
coupled,0.0,8,105,2.391276,0.985141,0.9900,0.08732222
coupled,0.0,8,120,2.401145,0.985237,0.9900,0.08732222
coupled,0.0,8,135,2.560179,0.984559,0.9900,0.08732222
coupled,0.0,8,150,2.472075,0.983973,0.9900,0.08732222
coupled,0.0,8,165,2.272908,0.984070,0.9900,0.08732222
coupled,0.0,8,180,2.285962,0.983505,0.9900,0.08732222
coupled,0.0,8,195,2.411756,0.982819,0.9900,0.08732222
coupled,0.0,8,210,2.249122,0.982409,0.9900,0.08732222
coupled,0.0,8,225,2.236304,0.981929,0.9900,0.08732222
coupled,0.0,8,240,2.226625,0.982232,0.9900,0.08732222
coupled,0.0,8,255,2.108882,0.982249,0.9900,0.08732222
coupled,0.0,8,270,2.409284,0.981742,0.9900,0.08732222
coupled,0.0,8,285,2.243627,0.982113,0.9900,0.08732222
coupled,0.0,8,300,2.177191,0.982431,0.9900,0.08732222
coupled,0.5,8,0,1.301092,0.894541,1.0674,0.03473080
coupled,0.5,8,15,1.453137,0.985976,0.9900,0.02316115
coupled,0.5,8,30,1.265626,0.991109,0.9900,0.02251890
coupled,0.5,8,45,1.126875,0.990915,0.9900,0.02251482
coupled,0.5,8,60,1.153475,0.990989,0.9900,0.02244839
coupled,0.5,8,75,1.176100,0.990364,0.9900,0.02249225
coupled,0.5,8,90,1.080332,0.989992,0.9900,0.02247862
coupled,0.5,8,105,1.218190,0.989446,0.9900,0.02259222
coupled,0.5,8,120,1.228578,0.989349,0.9900,0.02253738
coupled,0.5,8,135,1.370212,0.988835,0.9900,0.02260176
coupled,0.5,8,150,1.287127,0.988430,0.9900,0.02261051
coupled,0.5,8,165,1.111734,0.988341,0.9900,0.02260111
coupled,0.5,8,180,1.123702,0.987868,0.9900,0.02263109
coupled,0.5,8,195,1.275424,0.987448,0.9900,0.02263906
coupled,0.5,8,210,1.086955,0.987101,0.9900,0.02271364
coupled,0.5,8,225,1.059823,0.986759,0.9900,0.02273239
coupled,0.5,8,240,1.089552,0.986838,0.9900,0.02271383
coupled,0.5,8,255,0.968381,0.986996,0.9900,0.02268624
coupled,0.5,8,270,1.269341,0.986605,0.9900,0.02272478
coupled,0.5,8,285,1.101207,0.986863,0.9900,0.02271009
coupled,0.5,8,300,1.039081,0.987017,0.9900,0.02262384
coupled,1.0,8,0,1.020985,0.906828,1.0674,0.00655911
coupled,1.0,8,15,1.305149,0.987423,0.9900,0.00008086
coupled,1.0,8,30,1.169185,0.991985,0.9900,0.00002480
coupled,1.0,8,45,0.957513,0.991866,0.9900,0.00002425
coupled,1.0,8,60,0.952894,0.991933,0.9900,0.00002072
coupled,1.0,8,75,1.007336,0.991423,0.9900,0.00002400
coupled,1.0,8,90,0.889902,0.991040,0.9900,0.00002311
coupled,1.0,8,105,1.014563,0.990575,0.9900,0.00002924
coupled,1.0,8,120,1.099707,0.990415,0.9900,0.00002792
coupled,1.0,8,135,1.190745,0.989935,0.9900,0.00003372
coupled,1.0,8,150,1.080852,0.989584,0.9900,0.00003302
coupled,1.0,8,165,0.958578,0.989423,0.9900,0.00003434
coupled,1.0,8,180,1.012481,0.988988,0.9900,0.00003615
coupled,1.0,8,195,1.163180,0.988652,0.9900,0.00003709
coupled,1.0,8,210,0.934814,0.988341,0.9900,0.00004411
coupled,1.0,8,225,0.901774,0.988047,0.9900,0.00004532
coupled,1.0,8,240,0.957619,0.988079,0.9900,0.00004308
coupled,1.0,8,255,0.785133,0.988285,0.9900,0.00004011
coupled,1.0,8,270,1.164291,0.987938,0.9900,0.00004515
coupled,1.0,8,285,0.981500,0.988161,0.9900,0.00004330
coupled,1.0,8,300,0.945869,0.988258,0.9900,0.00003639
coupled,-1.0,8,0,1.568855,0.886281,1.0674,0.05965244
coupled,-1.0,8,15,1.718233,0.984220,0.9900,0.04523687
coupled,-1.0,8,30,1.518730,0.989963,0.9900,0.04444136
coupled,-1.0,8,45,1.422075,0.989699,0.9900,0.04410985
coupled,-1.0,8,60,1.473047,0.989734,0.9900,0.04377283
coupled,-1.0,8,75,1.512065,0.989090,0.9900,0.04360176
coupled,-1.0,8,90,1.376443,0.988710,0.9900,0.04358944
coupled,-1.0,8,105,1.530075,0.988000,0.9900,0.04357158
coupled,-1.0,8,120,1.563647,0.987984,0.9900,0.04373948
coupled,-1.0,8,135,1.704100,0.987387,0.9900,0.04366020
coupled,-1.0,8,150,1.610211,0.986931,0.9900,0.04362850
coupled,-1.0,8,165,1.438498,0.986828,0.9900,0.04367498
coupled,-1.0,8,180,1.414568,0.986276,0.9900,0.04365206
coupled,-1.0,8,195,1.581636,0.985710,0.9900,0.04381063
coupled,-1.0,8,210,1.396789,0.985484,0.9900,0.04371822
coupled,-1.0,8,225,1.384363,0.985125,0.9900,0.04364496
coupled,-1.0,8,240,1.378793,0.985276,0.9900,0.04366355
coupled,-1.0,8,255,1.259923,0.985336,0.9900,0.04356545
coupled,-1.0,8,270,1.574389,0.985111,0.9900,0.04367317
coupled,-1.0,8,285,1.405476,0.985314,0.9900,0.04361340
coupled,-1.0,8,300,1.329876,0.985495,0.9900,0.04349540
coupled,0.0,9,0,3.299922,0.872206,1.1745,0.08732222
coupled,0.0,9,15,2.185646,0.982686,0.9900,0.08732222
coupled,0.0,9,30,2.117524,0.984591,0.9900,0.08732222
coupled,0.0,9,45,2.219756,0.984483,0.9900,0.08732222
coupled,0.0,9,60,2.098694,0.984998,0.9900,0.08732222
coupled,0.0,9,75,2.015137,0.984926,0.9900,0.08732222
coupled,0.0,9,90,1.944240,0.984561,0.9900,0.08732222
coupled,0.0,9,105,2.163540,0.984037,0.9900,0.08732222
coupled,0.0,9,120,2.051206,0.983705,0.9900,0.08732222
coupled,0.0,9,135,2.036794,0.983184,0.9900,0.08732222
coupled,0.0,9,150,1.899025,0.983181,0.9900,0.08732222
coupled,0.0,9,165,2.053198,0.982298,0.9900,0.08732222
coupled,0.0,9,180,2.020473,0.982317,0.9900,0.08732222
coupled,0.0,9,195,1.946080,0.981411,0.9900,0.08732222
coupled,0.0,9,210,2.063836,0.981413,0.9900,0.08732222
coupled,0.0,9,225,2.118102,0.981250,0.9900,0.08732222
coupled,0.0,9,240,1.931307,0.981026,0.9900,0.08732222
coupled,0.0,9,255,2.115785,0.980797,0.9900,0.08732222
coupled,0.0,9,270,1.904968,0.981382,0.9900,0.08732222
coupled,0.0,9,285,2.036321,0.980947,0.9900,0.08732222
coupled,0.0,9,300,1.983414,0.980842,0.9900,0.08732222
coupled,0.5,9,0,2.613323,0.880150,1.1745,0.04405577
coupled,0.5,9,15,1.458386,0.985623,0.9900,0.02324978
coupled,0.5,9,30,1.288995,0.987839,0.9900,0.02290436
coupled,0.5,9,45,1.319722,0.987918,0.9900,0.02285857
coupled,0.5,9,60,1.225092,0.988296,0.9900,0.02282780
coupled,0.5,9,75,1.133826,0.988256,0.9900,0.02281983
coupled,0.5,9,90,1.042311,0.987992,0.9900,0.02284662
coupled,0.5,9,105,1.233529,0.987580,0.9900,0.02288054
coupled,0.5,9,120,1.172745,0.987273,0.9900,0.02283840
coupled,0.5,9,135,1.164024,0.986874,0.9900,0.02288498
coupled,0.5,9,150,1.023006,0.986788,0.9900,0.02284891
coupled,0.5,9,165,1.200001,0.986042,0.9900,0.02294979
coupled,0.5,9,180,1.126268,0.986102,0.9900,0.02286412
coupled,0.5,9,195,1.073805,0.985506,0.9900,0.02299022
coupled,0.5,9,210,1.186412,0.985462,0.9900,0.02297400
coupled,0.5,9,225,1.277635,0.985242,0.9900,0.02296433
coupled,0.5,9,240,1.127320,0.985088,0.9900,0.02295120
coupled,0.5,9,255,1.254652,0.984813,0.9900,0.02296606
coupled,0.5,9,270,1.061061,0.985319,0.9900,0.02294338
coupled,0.5,9,285,1.163967,0.985061,0.9900,0.02296918
coupled,0.5,9,300,1.146902,0.984927,0.9900,0.02302944
coupled,1.0,9,0,2.106799,0.885814,1.1745,0.01697667
coupled,1.0,9,15,1.435892,0.986440,0.9900,0.00011303
coupled,1.0,9,30,1.277552,0.988693,0.9900,0.00006766
coupled,1.0,9,45,1.294226,0.988810,0.9900,0.00006166
coupled,1.0,9,60,1.176565,0.989151,0.9900,0.00006183
coupled,1.0,9,75,1.173124,0.989132,0.9900,0.00005630
coupled,1.0,9,90,1.021287,0.988911,0.9900,0.00006263
coupled,1.0,9,105,1.163158,0.988540,0.9900,0.00006676
coupled,1.0,9,120,1.126296,0.988232,0.9900,0.00006093
coupled,1.0,9,135,1.142411,0.987875,0.9900,0.00006616
coupled,1.0,9,150,0.996698,0.987769,0.9900,0.00006386
coupled,1.0,9,165,1.201873,0.987077,0.9900,0.00007556
coupled,1.0,9,180,1.158201,0.987154,0.9900,0.00006907
coupled,1.0,9,195,1.040197,0.986658,0.9900,0.00008142
coupled,1.0,9,210,1.131113,0.986593,0.9900,0.00007970
coupled,1.0,9,225,1.254733,0.986355,0.9900,0.00007972
coupled,1.0,9,240,1.115688,0.986221,0.9900,0.00007992
coupled,1.0,9,255,1.219328,0.985920,0.9900,0.00008185
coupled,1.0,9,270,1.024192,0.986399,0.9900,0.00007388
coupled,1.0,9,285,1.164391,0.986194,0.9900,0.00008035
coupled,1.0,9,300,1.125946,0.986054,0.9900,0.00008748
coupled,-1.0,9,0,2.959490,0.875011,1.1745,0.06773030
coupled,-1.0,9,15,1.619632,0.984849,0.9900,0.04300875
coupled,-1.0,9,30,1.492130,0.986964,0.9900,0.04284323
coupled,-1.0,9,45,1.536780,0.987004,0.9900,0.04206741
coupled,-1.0,9,60,1.439586,0.987448,0.9900,0.04186738
coupled,-1.0,9,75,1.356169,0.987428,0.9900,0.04200593
coupled,-1.0,9,90,1.258730,0.987177,0.9900,0.04190062
coupled,-1.0,9,105,1.454555,0.986706,0.9900,0.04183101
coupled,-1.0,9,120,1.372481,0.986388,0.9900,0.04192418
coupled,-1.0,9,135,1.370584,0.985946,0.9900,0.04180604
coupled,-1.0,9,150,1.218931,0.985886,0.9900,0.04167469
coupled,-1.0,9,165,1.397115,0.985177,0.9900,0.04156849
coupled,-1.0,9,180,1.335578,0.985204,0.9900,0.04148218
coupled,-1.0,9,195,1.287366,0.984518,0.9900,0.04170694
coupled,-1.0,9,210,1.382638,0.984519,0.9900,0.04160936
