regime,d,alpha,seed,kl_noisy,mean_payoff,mean_action,mean_body_out,action_var,convergence_time,w_out_norm2
scaled,5,0.0,0,0.101145,2.897500,0.907500,0.960266,0.08394375,0,9.41018260
scaled,5,0.1,0,0.102057,2.887452,0.912830,0.960803,0.06812818,0,9.41018260
scaled,5,0.2,0,0.068158,2.877556,0.918098,0.960492,0.05393998,0,9.41018260
scaled,5,0.3,0,0.089691,2.866997,0.923735,0.961618,0.04125854,0,9.41018260
scaled,5,0.4,0,0.042537,2.856262,0.929430,0.962325,0.03048680,0,9.41018260
scaled,5,0.5,0,0.064068,2.845893,0.934942,0.962385,0.02111805,0,9.41018260
scaled,5,0.6,0,0.072627,2.836362,0.939998,0.961663,0.01366491,0,9.41018260
scaled,5,0.7,0,0.081354,2.825460,0.945783,0.962189,0.00774157,0,9.41018260
scaled,5,0.8,0,0.070025,2.814390,0.951714,0.962768,0.00353434,0,9.41018260
scaled,5,0.9,0,0.066614,2.804682,0.956831,0.962313,0.00111297,0,9.41018260
scaled,5,1.0,0,0.103310,2.792147,0.963544,0.963544,0.00028220,199,9.41018260
scaled,5,0.0,1,0.000000,2.882000,0.896000,0.992995,0.09318400,0,64.98514806
scaled,5,0.1,1,0.019734,2.863835,0.905674,0.992741,0.07608757,0,64.98514806
scaled,5,0.2,1,0.011177,2.845390,0.915494,0.993472,0.06049952,0,64.98514806
scaled,5,0.3,1,0.021101,2.827836,0.924804,0.992012,0.04729610,0,64.98514806
scaled,5,0.4,1,0.000000,2.808780,0.934976,0.993441,0.03485428,0,64.98514806
scaled,5,0.5,1,0.000781,2.790953,0.944447,0.992893,0.02483025,0,64.98514806
scaled,5,0.6,1,0.000000,2.772297,0.954337,0.993228,0.01641920,0,64.98514806
scaled,5,0.7,1,0.003456,2.754031,0.964187,0.993410,0.00976129,0,64.98514806
scaled,5,0.8,1,0.033248,2.735805,0.973879,0.993349,0.00478982,0,64.98514806
scaled,5,0.9,1,0.000511,2.717087,0.983726,0.993473,0.00168713,0,64.98514806
scaled,5,1.0,1,0.024293,2.701503,0.991960,0.991960,0.00089422,158,64.98514806
scaled,5,0.0,2,0.064118,2.878000,0.891500,0.980207,0.09672775,0,50.84705746
scaled,5,0.1,2,0.024462,2.861569,0.900364,0.980135,0.07876095,0,50.84705746
scaled,5,0.2,2,0.000000,2.845099,0.909208,0.980040,0.06263814,0,50.84705746
scaled,5,0.3,2,0.000000,2.827822,0.918551,0.981670,0.04816383,0,50.84705746
scaled,5,0.4,2,0.001646,2.810790,0.927689,0.981973,0.03572372,0,50.84705746
scaled,5,0.5,2,0.016587,2.794145,0.936727,0.981953,0.02506599,0,50.84705746
scaled,5,0.6,2,0.000000,2.776899,0.945986,0.982310,0.01629474,0,50.84705746
scaled,5,0.7,2,0.023531,2.759752,0.955127,0.982395,0.00954234,0,50.84705746
scaled,5,0.8,2,0.000000,2.744465,0.963312,0.981265,0.00479794,0,50.84705746
scaled,5,0.9,2,0.000000,2.727107,0.972866,0.981907,0.00180447,0,50.84705746
scaled,5,1.0,2,0.035366,2.711918,0.980871,0.980871,0.00068983,200,50.84705746
scaled,5,0.0,3,0.113427,2.874000,0.885500,0.999361,0.10138975,0,40.01867218
scaled,5,0.1,3,0.080393,2.852501,0.896896,0.999460,0.08217462,0,40.01867218
scaled,5,0.2,3,0.076110,2.830969,0.908312,0.999558,0.06495441,0,40.01867218
scaled,5,0.3,3,0.087001,2.809445,0.919721,0.999568,0.04975978,0,40.01867218
scaled,5,0.4,3,0.054465,2.787922,0.931130,0.999574,0.03659305,0,40.01867218
scaled,5,0.5,3,0.105846,2.766412,0.942529,0.999559,0.02544595,0,40.01867218
scaled,5,0.6,3,0.093668,2.744881,0.953943,0.999572,0.01631658,0,40.01867218
scaled,5,0.7,3,0.092207,2.723442,0.965310,0.999515,0.00923040,0,40.01867218
scaled,5,0.8,3,0.077889,2.701865,0.976746,0.999557,0.00412602,0,40.01867218
scaled,5,0.9,3,0.097970,2.680325,0.988169,0.999577,0.00105014,0,40.01867218
scaled,5,1.0,3,0.089233,2.658903,0.999522,0.999522,0.00000392,0,40.01867218
scaled,5,0.0,4,0.106053,2.884500,0.892500,0.967584,0.09594375,0,6.54975587
scaled,5,0.1,4,0.135179,2.869930,0.900027,0.967768,0.07858970,0,6.54975587
scaled,5,0.2,4,0.123660,2.855111,0.907690,0.968450,0.06301751,0,6.54975587
scaled,5,0.3,4,0.110520,2.840036,0.915484,0.969114,0.04896766,0,6.54975587
scaled,5,0.4,4,0.138180,2.825178,0.923177,0.969193,0.03664537,0,6.54975587
scaled,5,0.5,4,0.110740,2.808903,0.931514,0.970528,0.02605648,0,6.54975587
scaled,5,0.6,4,0.108315,2.793490,0.939509,0.970848,0.01744963,0,6.54975587
scaled,5,0.7,4,0.074442,2.777877,0.947550,0.971143,0.01028677,0,6.54975587
scaled,5,0.8,4,0.136878,2.763256,0.955076,0.970720,0.00543566,0,6.54975587
scaled,5,0.9,4,0.084756,2.746701,0.963765,0.971684,0.00178760,0,6.54975587
scaled,5,1.0,4,0.104323,2.731645,0.971392,0.971392,0.00028411,198,6.54975587
scaled,5,0.0,5,0.211366,2.897000,0.907000,0.828098,0.08435100,0,20.35076336
scaled,5,0.1,5,0.194332,2.911666,0.899367,0.830674,0.06823613,0,20.35076336
scaled,5,0.2,5,0.244120,2.926589,0.891596,0.829978,0.05372551,0,20.35076336
scaled,5,0.3,5,0.199871,2.941233,0.884143,0.830812,0.04144841,0,20.35076336
scaled,5,0.4,5,0.189137,2.952210,0.878234,0.835084,0.03079358,0,20.35076336
scaled,5,0.5,5,0.183536,2.964291,0.872206,0.837411,0.02204254,0,20.35076336
scaled,5,0.6,5,0.163414,2.978280,0.864953,0.836922,0.01544835,0,20.35076336
scaled,5,0.7,5,0.198599,2.998336,0.854184,0.831549,0.01053159,0,20.35076336
scaled,5,0.8,5,0.206305,3.006885,0.849712,0.835390,0.00837838,0,20.35076336
scaled,5,0.9,5,0.166816,3.025352,0.839396,0.831884,0.00742282,0,20.35076336
scaled,5,1.0,5,0.148020,3.029863,0.838395,0.838395,0.00809924,199,20.35076336
scaled,5,0.0,6,1.411382,2.899000,0.907500,0.264087,0.08394375,0,61.24812829
scaled,5,0.1,6,1.231506,3.023586,0.842180,0.254301,0.06988837,0,61.24812829
scaled,5,0.2,6,1.057500,3.155807,0.773052,0.235260,0.05805462,0,61.24812829
scaled,5,0.3,6,0.863278,3.288609,0.702953,0.225675,0.04823268,0,61.24812829
scaled,5,0.4,6,0.769650,3.431777,0.628406,0.209766,0.03951729,0,61.24812829
scaled,5,0.5,6,0.564851,3.572777,0.554072,0.200644,0.03352644,0,61.24812829
scaled,5,0.6,6,0.441230,3.709177,0.482482,0.199136,0.03142353,0,61.24812829
scaled,5,0.7,6,0.311675,3.837429,0.415703,0.204933,0.02871871,0,61.24812829
scaled,5,0.8,6,0.161309,3.976263,0.342886,0.201732,0.02839234,0,61.24812829
scaled,5,0.9,6,0.040900,4.122179,0.266141,0.194879,0.03092742,0,61.24812829
scaled,5,1.0,6,0.000000,4.236704,0.205992,0.205992,0.04121731,200,61.24812829
scaled,5,0.0,7,0.000000,2.900500,0.905500,0.994062,0.08556975,0,73.85092341
scaled,5,0.1,7,0.047956,2.883237,0.914357,0.994073,0.06936370,0,73.85092341
scaled,5,0.2,7,0.000000,2.866100,0.923124,0.993618,0.05485854,0,73.85092341
scaled,5,0.3,7,0.008121,2.848805,0.932012,0.993874,0.04218739,0,73.85092341
scaled,5,0.4,7,0.005431,2.831455,0.940893,0.993983,0.03092311,0,73.85092341
scaled,5,0.5,7,0.000000,2.814198,0.949765,0.994030,0.02165126,0,73.85092341
scaled,5,0.6,7,0.000000,2.797058,0.958581,0.993968,0.01391490,0,73.85092341
scaled,5,0.7,7,0.000000,2.779548,0.967515,0.994093,0.00791599,0,73.85092341
scaled,5,0.8,7,0.000000,2.762485,0.976287,0.993983,0.00367432,0,73.85092341
scaled,5,0.9,7,0.000000,2.745459,0.984979,0.993811,0.00102452,0,73.85092341
scaled,5,1.0,7,0.000000,2.727770,0.994138,0.994138,0.00015564,182,73.85092341
scaled,5,0.0,8,0.022069,2.904000,0.911500,0.996406,0.08066775,0,24.00444906
scaled,5,0.1,8,0.000000,2.887754,0.919985,0.996354,0.06539353,0,24.00444906
scaled,5,0.2,8,0.011302,2.871390,0.928528,0.996638,0.05171377,0,24.00444906
scaled,5,0.3,8,0.000000,2.855133,0.937019,0.996564,0.03965393,0,24.00444906
scaled,5,0.4,8,0.046028,2.838845,0.945517,0.996543,0.02922699,0,24.00444906
scaled,5,0.5,8,0.013381,2.822430,0.954094,0.996688,0.02030315,0,24.00444906
scaled,5,0.6,8,0.000000,2.806071,0.962628,0.996713,0.01301196,0,24.00444906
scaled,5,0.7,8,0.020936,2.789731,0.971157,0.996724,0.00735917,0,24.00444906
scaled,5,0.8,8,0.000000,2.773382,0.979689,0.996736,0.00333722,0,24.00444906
scaled,5,0.9,8,0.000000,2.756859,0.988311,0.996845,0.00086071,0,24.00444906
scaled,5,1.0,8,0.016723,2.740524,0.996854,0.996854,0.00000923,0,24.00444906
scaled,5,0.0,9,0.371731,2.884000,0.895500,0.929606,0.09357975,0,14.71135133
scaled,5,0.1,9,0.332599,2.876992,0.899180,0.932302,0.07747078,0,14.71135133
scaled,5,0.2,9,0.330926,2.870208,0.902697,0.931486,0.06305108,0,14.71135133
scaled,5,0.3,9,0.330940,2.863034,0.906481,0.932102,0.05034142,0,14.71135133
scaled,5,0.4,9,0.267024,2.854484,0.911032,0.934330,0.03865281,0,14.71135133
scaled,5,0.5,9,0.231460,2.845589,0.915789,0.936077,0.02845157,0,14.71135133
scaled,5,0.6,9,0.295015,2.836342,0.920626,0.937376,0.02028616,0,14.71135133
scaled,5,0.7,9,0.261703,2.826005,0.926082,0.939188,0.01323499,0,14.71135133
scaled,5,0.8,9,0.245561,2.818022,0.930193,0.938867,0.00877558,0,14.71135133
scaled,5,0.9,9,0.246961,2.807753,0.935708,0.940176,0.00483840,0,14.71135133
scaled,5,1.0,9,0.250973,2.803554,0.938180,0.938180,0.00386322,199,14.71135133
scaled,5,0.0,10,6.848773,2.892500,0.901000,0.782072,0.08919900,0,47.18661238
scaled,5,0.1,10,6.812245,2.917613,0.887646,0.767462,0.07027191,0,47.18661238
scaled,5,0.2,10,6.762991,2.946162,0.872527,0.758634,0.05451935,0,47.18661238
scaled,5,0.3,10,6.782389,2.976895,0.855932,0.750772,0.04233640,0,47.18661238
scaled,5,0.4,10,6.690971,3.035139,0.825163,0.711406,0.03408164,0,47.18661238
scaled,5,0.5,10,7.036607,3.308537,0.681844,0.462688,0.04137076,0,47.18661238
scaled,5,0.6,10,6.665332,3.902343,0.369342,0.014903,0.01547969,0,47.18661238
scaled,5,0.7,10,2.990335,4.087076,0.272187,0.002695,0.00885215,0,47.18661238
scaled,5,0.8,10,1.124619,4.247142,0.188040,0.009799,0.00778382,0,47.18661238
scaled,5,0.9,10,0.417388,4.408868,0.102984,0.014315,0.01075166,0,47.18661238
scaled,5,1.0,10,0.076534,4.603137,0.000434,0.000434,0.00017588,6,47.18661238
scaled,5,0.0,11,0.020084,2.887000,0.899000,0.995278,0.09079900,0,36.46948824
scaled,5,0.1,11,0.056791,2.868989,0.908578,0.994782,0.07388185,0,36.46948824
scaled,5,0.2,11,0.063822,2.851005,0.918140,0.994699,0.05872508,0,36.46948824
scaled,5,0.3,11,0.037095,2.833010,0.927711,0.994704,0.04533283,0,36.46948824
scaled,5,0.4,11,0.030633,2.814625,0.937477,0.995192,0.03347398,0,36.46948824
scaled,5,0.5,11,0.040393,2.797110,0.946808,0.994615,0.02376707,0,36.46948824
scaled,5,0.6,11,0.062417,2.778689,0.956611,0.995018,0.01535755,0,36.46948824
scaled,5,0.7,11,0.063153,2.760505,0.966262,0.995088,0.00894720,0,36.46948824
scaled,5,0.8,11,0.058409,2.741893,0.976162,0.995452,0.00409485,0,36.46948824
scaled,5,0.9,11,0.037241,2.724477,0.985404,0.995004,0.00128266,0,36.46948824
scaled,5,1.0,11,0.038319,2.706812,0.994842,0.994842,0.00021908,131,36.46948824
scaled,5,0.0,12,0.199513,2.892500,0.900500,0.997073,0.08959975,0,28.30758348
scaled,5,0.1,12,0.137228,2.873973,0.910152,0.997021,0.07279205,0,28.30758348
scaled,5,0.2,12,0.125228,2.855454,0.919794,0.996969,0.05775766,0,28.30758348
scaled,5,0.3,12,0.109965,2.837099,0.929358,0.996693,0.04453235,0,28.30758348
scaled,5,0.4,12,0.109373,2.818377,0.939117,0.997041,0.03282914,0,28.30758348
scaled,5,0.5,12,0.084717,2.799673,0.948847,0.997194,0.02297015,0,28.30758348
scaled,5,0.6,12,0.072444,2.781288,0.958433,0.997055,0.01491332,0,28.30758348
scaled,5,0.7,12,0.062812,2.762947,0.967967,0.996881,0.00866246,0,28.30758348
scaled,5,0.8,12,0.074708,2.744266,0.977729,0.997036,0.00403659,0,28.30758348
scaled,5,0.9,12,0.040664,2.726021,0.987238,0.996876,0.00117530,0,28.30758348
scaled,5,1.0,12,0.087876,2.707302,0.996963,0.996963,0.00008923,103,28.30758348
scaled,5,0.0,13,0.050319,2.884000,0.897500,0.953337,0.09199375,0,25.88303596
scaled,5,0.1,13,0.066408,2.873654,0.903112,0.953617,0.07455779,0,25.88303596
scaled,5,0.2,13,0.017524,2.862046,0.909376,0.956878,0.05884932,0,25.88303596
scaled,5,0.3,13,0.005597,2.850415,0.915608,0.957859,0.04499891,0,25.88303596
scaled,5,0.4,13,0.000000,2.839812,0.921445,0.957362,0.03308560,0,25.88303596
scaled,5,0.5,13,0.000000,2.826328,0.928671,0.959842,0.02320587,0,25.88303596
scaled,5,0.6,13,0.036343,2.814659,0.935080,0.960133,0.01486905,0,25.88303596
scaled,5,0.7,13,0.023074,2.804021,0.940844,0.959420,0.00855701,0,25.88303596
scaled,5,0.8,13,0.037227,2.791220,0.947647,0.960184,0.00407661,0,25.88303596
scaled,5,0.9,13,0.000000,2.778032,0.954875,0.961250,0.00157405,0,25.88303596
scaled,5,1.0,13,0.001292,2.764069,0.962232,0.962232,0.00091820,198,25.88303596
scaled,5,0.0,14,0.036666,2.906500,0.912500,0.988275,0.07984375,0,43.02608197
scaled,5,0.1,14,0.044985,2.891809,0.920097,0.988473,0.06467810,0,43.02608197
scaled,5,0.2,14,0.000000,2.876934,0.927780,0.988898,0.05107128,0,43.02608197
scaled,5,0.3,14,0.000000,2.861944,0.935556,0.989352,0.03912241,0,43.02608197
scaled,5,0.4,14,0.002458,2.847316,0.943112,0.989030,0.02882023,0,43.02608197
scaled,5,0.5,14,0.025459,2.832870,0.950570,0.988639,0.01997451,0,43.02608197
scaled,5,0.6,14,0.014108,2.816834,0.958876,0.989793,0.01290094,0,43.02608197
scaled,5,0.7,14,0.007288,2.802334,0.966417,0.989525,0.00728980,0,43.02608197
scaled,5,0.8,14,0.000000,2.787582,0.974001,0.989376,0.00332385,0,43.02608197
scaled,5,0.9,14,0.000000,2.770774,0.982608,0.990398,0.00091453,0,43.02608197
scaled,5,1.0,14,0.053049,2.757601,0.989524,0.989524,0.00017028,188,43.02608197
scaled,5,0.0,15,0.430795,2.912500,0.917500,0.870962,0.07569375,0,9.38667538
scaled,5,0.1,15,0.265396,2.920632,0.913178,0.874276,0.06382630,0,9.38667538
scaled,5,0.2,15,0.238169,2.929182,0.908668,0.873342,0.05298534,0,9.38667538
scaled,5,0.3,15,0.149101,2.936802,0.904627,0.874590,0.04314608,0,9.38667538
scaled,5,0.4,15,0.067158,2.944833,0.900222,0.874305,0.03438594,0,9.38667538
scaled,5,0.5,15,0.104225,2.951741,0.896582,0.875663,0.02672551,0,9.38667538
scaled,5,0.6,15,0.064467,2.957392,0.893644,0.877739,0.02026160,0,9.38667538
scaled,5,0.7,15,0.031989,2.965464,0.889372,0.877317,0.01427683,0,9.38667538
scaled,5,0.8,15,0.037719,2.971188,0.886421,0.878651,0.01038436,0,9.38667538
scaled,5,0.9,15,0.026706,2.982467,0.880316,0.876185,0.00731896,0,9.38667538
scaled,5,1.0,15,0.078566,2.985694,0.878681,0.878681,0.00482341,200,9.38667538
scaled,5,0.0,16,0.049765,2.889000,0.900000,0.864405,0.09000000,0,11.93746965
scaled,5,0.1,16,0.028427,2.896476,0.896107,0.861074,0.07392559,0,11.93746965
scaled,5,0.2,16,0.005922,2.902382,0.893029,0.865147,0.05948868,0,11.93746965
scaled,5,0.3,16,0.014566,2.909472,0.889426,0.864754,0.04699978,0,11.93746965
scaled,5,0.4,16,0.000000,2.916998,0.885521,0.863803,0.03561863,0,11.93746965
scaled,5,0.5,16,0.022159,2.922036,0.882858,0.865716,0.02659535,0,11.93746965
scaled,5,0.6,16,0.008328,2.929472,0.879019,0.865032,0.01868137,0,11.93746965
scaled,5,0.7,16,0.000000,2.932779,0.877393,0.867704,0.01217421,0,11.93746965
scaled,5,0.8,16,0.062566,2.942848,0.872366,0.865457,0.00808502,0,11.93746965
scaled,5,0.9,16,0.006705,2.946949,0.869937,0.866597,0.00486538,0,11.93746965
scaled,5,1.0,16,0.003835,2.958595,0.863892,0.863892,0.00401482,200,11.93746965
scaled,5,0.0,17,0.211958,2.898000,0.905500,0.991058,0.08556975,0,18.73121902
scaled,5,0.1,17,0.208301,2.881597,0.914037,0.990872,0.06999015,0,18.73121902
scaled,5,0.2,17,0.236533,2.865160,0.922583,0.990915,0.05592634,0,18.73121902
scaled,5,0.3,17,0.255059,2.848519,0.931257,0.991355,0.04338984,0,18.73121902
scaled,5,0.4,17,0.260462,2.832547,0.939550,0.990625,0.03266229,0,18.73121902
scaled,5,0.5,17,0.261794,2.816127,0.948124,0.990747,0.02328849,0,18.73121902
scaled,5,0.6,17,0.262429,2.800047,0.956520,0.990533,0.01568455,0,18.73121902
scaled,5,0.7,17,0.287025,2.783692,0.965012,0.990517,0.00951999,0,18.73121902
scaled,5,0.8,17,0.234047,2.766864,0.973761,0.990826,0.00488726,0,18.73121902
scaled,5,0.9,17,0.257989,2.751139,0.981894,0.990382,0.00181932,0,18.73121902
scaled,5,1.0,17,0.299929,2.734922,0.990364,0.990364,0.00030572,49,18.73121902
scaled,5,0.0,18,0.014282,2.898500,0.907500,0.939978,0.08394375,0,8.38030589
scaled,5,0.1,18,0.013752,2.892256,0.910808,0.940576,0.06868179,0,8.38030589
scaled,5,0.2,18,0.004000,2.886127,0.914070,0.940349,0.05507221,0,8.38030589
scaled,5,0.3,18,0.004419,2.879905,0.917309,0.940196,0.04295680,0,8.38030589
scaled,5,0.4,18,0.000000,2.872334,0.921287,0.941967,0.03239165,0,8.38030589
scaled,5,0.5,18,0.000000,2.866167,0.924570,0.941640,0.02317456,0,8.38030589
scaled,5,0.6,18,0.000000,2.860468,0.927565,0.940942,0.01560616,0,8.38030589
scaled,5,0.7,18,0.000000,2.852717,0.931722,0.942102,0.00969941,0,8.38030589
scaled,5,0.8,18,0.000000,2.849639,0.933223,0.939654,0.00525143,0,8.38030589
scaled,5,0.9,18,0.000000,2.837879,0.939581,0.943145,0.00205725,0,8.38030589
scaled,5,1.0,18,0.000000,2.835493,0.940900,0.940900,0.00084266,200,8.38030589
scaled,5,0.0,19,0.470597,2.893500,0.901500,0.551520,0.08879775,0,6.91246274
scaled,5,0.1,19,0.476985,2.960531,0.866185,0.548349,0.07397764,0,6.91246274
scaled,5,0.2,19,0.382438,3.028689,0.830269,0.545346,0.06045570,0,6.91246274
scaled,5,0.3,19,0.351576,3.095130,0.795289,0.547463,0.04929099,0,6.91246274
scaled,5,0.4,19,0.308374,3.165648,0.757760,0.542150,0.03809638,0,6.91246274
scaled,5,0.5,19,0.238702,3.232580,0.722908,0.544317,0.02988974,0,6.91246274
scaled,5,0.6,19,0.255116,3.302367,0.685714,0.541856,0.02306119,0,6.91246274
scaled,5,0.7,19,0.221596,3.373410,0.648611,0.540230,0.01733896,0,6.91246274
scaled,5,0.8,19,0.180155,3.439728,0.613285,0.541232,0.01365169,0,6.91246274
scaled,5,0.9,19,0.171399,3.507155,0.577972,0.542025,0.01076727,0,6.91246274
scaled,5,1.0,19,0.214168,3.582369,0.539023,0.539023,0.01049567,200,6.91246274
scaled,10,0.0,0,0.192794,2.881500,0.894000,0.960427,0.09476400,0,7.17099677
scaled,10,0.1,0,0.189445,2.869025,0.900730,0.961299,0.07724983,0,7.17099677
scaled,10,0.2,0,0.121342,2.856247,0.907626,0.962129,0.06147204,0,7.17099677
scaled,10,0.3,0,0.101573,2.842960,0.914777,0.963258,0.04750652,0,7.17099677
scaled,10,0.4,0,0.058156,2.829935,0.921813,0.963532,0.03528306,0,7.17099677
scaled,10,0.5,0,0.066852,2.817498,0.928539,0.963078,0.02489523,0,7.17099677
scaled,10,0.6,0,0.063827,2.803593,0.935989,0.963981,0.01647834,0,7.17099677
scaled,10,0.7,0,0.146011,2.791156,0.942710,0.963586,0.00977636,0,7.17099677
scaled,10,0.8,0,0.071870,2.777560,0.949964,0.963955,0.00469994,0,7.17099677
scaled,10,0.9,0,0.072805,2.764158,0.957198,0.964220,0.00162710,0,7.17099677
scaled,10,1.0,0,0.115015,2.751129,0.964299,0.964299,0.00026255,199,7.17099677
scaled,10,0.0,1,0.492272,2.901500,0.910500,0.982454,0.08148975,0,6.51674502
scaled,10,0.1,1,0.356297,2.887741,0.917753,0.983034,0.06633899,0,6.51674502
scaled,10,0.2,1,0.246885,2.873766,0.925123,0.983614,0.05269352,0,6.51674502
scaled,10,0.3,1,0.223007,2.859756,0.932502,0.983840,0.04069517,0,6.51674502
scaled,10,0.4,1,0.144717,2.845396,0.940051,0.984377,0.03018063,0,6.51674502
scaled,10,0.5,1,0.117898,2.831270,0.947522,0.984544,0.02118800,0,6.51674502
scaled,10,0.6,1,0.098315,2.816803,0.955125,0.984876,0.01374642,0,6.51674502
scaled,10,0.7,1,0.142345,2.802373,0.962733,0.985119,0.00797378,0,6.51674502
scaled,10,0.8,1,0.141675,2.788092,0.970280,0.985225,0.00377039,0,6.51674502
scaled,10,0.9,1,0.126260,2.773987,0.977689,0.985154,0.00111912,0,6.51674502
scaled,10,1.0,1,0.140523,2.759423,0.985379,0.985379,0.00006632,169,6.51674502
scaled,10,0.0,2,0.049647,2.908500,0.913500,0.954885,0.07901775,0,9.07259181
scaled,10,0.1,2,0.022130,2.899967,0.917840,0.956904,0.06414413,0,9.07259181
scaled,10,0.2,2,0.000000,2.890918,0.922444,0.958221,0.05077083,0,9.07259181
scaled,10,0.3,2,0.000000,2.881314,0.927346,0.959653,0.03902480,0,9.07259181
scaled,10,0.4,2,0.000000,2.871769,0.932215,0.960286,0.02886067,0,9.07259181
scaled,10,0.5,2,0.000000,2.861798,0.937284,0.961068,0.02008561,0,9.07259181
scaled,10,0.6,2,0.000000,2.851546,0.942497,0.961828,0.01295757,0,9.07259181
scaled,10,0.7,2,0.000000,2.841237,0.947793,0.962489,0.00752764,0,9.07259181
scaled,10,0.8,2,0.000000,2.831907,0.952549,0.962312,0.00355918,0,9.07259181
scaled,10,0.9,2,0.000000,2.821447,0.957820,0.962745,0.00112866,0,9.07259181
scaled,10,1.0,2,0.000000,2.810218,0.963622,0.963622,0.00026405,194,9.07259181
scaled,10,0.0,3,0.357038,2.876500,0.889000,0.888856,0.09867900,0,24.32030580
scaled,10,0.1,3,0.310474,2.875885,0.889394,0.892941,0.07919272,0,24.32030580
scaled,10,0.2,3,0.289418,2.874056,0.890376,0.895880,0.06175337,0,24.32030580
scaled,10,0.3,3,0.275413,2.873849,0.890527,0.894089,0.04660479,0,24.32030580
scaled,10,0.4,3,0.242745,2.870477,0.891994,0.896484,0.03406768,0,24.32030580
scaled,10,0.5,3,0.259429,2.869463,0.892835,0.896669,0.02368252,0,24.32030580
scaled,10,0.6,3,0.243875,2.872100,0.891562,0.893270,0.01546131,0,24.32030580
scaled,10,0.7,3,0.282902,2.866154,0.894546,0.896923,0.00929814,0,24.32030580
scaled,10,0.8,3,0.250722,2.859867,0.897913,0.900141,0.00531019,0,24.32030580
scaled,10,0.9,3,0.276206,2.860800,0.897479,0.898421,0.00390879,0,24.32030580
scaled,10,1.0,3,0.281115,2.862963,0.896414,0.896414,0.00553419,200,24.32030580
scaled,10,0.0,4,0.541360,2.901000,0.907000,0.979317,0.08435100,0,7.91812046
scaled,10,0.1,4,0.472935,2.886958,0.914244,0.979441,0.06960218,0,7.91812046
scaled,10,0.2,4,0.412256,2.872630,0.921627,0.980133,0.05619440,0,7.91812046
scaled,10,0.3,4,0.442520,2.858864,0.928728,0.979426,0.04443648,0,7.91812046
scaled,10,0.4,4,0.373645,2.844365,0.936184,0.979959,0.03397694,0,7.91812046
scaled,10,0.5,4,0.298940,2.829486,0.943852,0.980704,0.02446215,0,7.91812046
scaled,10,0.6,4,0.345867,2.816062,0.950788,0.979980,0.01707331,0,7.91812046
scaled,10,0.7,4,0.299488,2.800753,0.958736,0.980908,0.01046122,0,7.91812046
scaled,10,0.8,4,0.293154,2.786172,0.966190,0.980987,0.00577013,0,7.91812046
scaled,10,0.9,4,0.306959,2.772849,0.972995,0.980328,0.00269122,0,7.91812046
scaled,10,1.0,4,0.260288,2.758104,0.980687,0.980687,0.00069749,196,7.91812046
scaled,10,0.0,5,0.000000,2.878000,0.887500,0.840801,0.09984375,0,10.31224073
scaled,10,0.1,5,0.009166,2.886195,0.883034,0.842841,0.08377335,0,10.31224073
scaled,10,0.2,5,0.005717,2.894946,0.878139,0.840693,0.07001084,0,10.31224073
scaled,10,0.3,5,0.000000,2.902560,0.874058,0.842695,0.05680609,0,10.31224073
scaled,10,0.4,5,0.001991,2.909515,0.870302,0.844505,0.04589338,0,10.31224073
scaled,10,0.5,5,0.048541,2.918738,0.865376,0.843251,0.03535965,0,10.31224073
scaled,10,0.6,5,0.063212,2.924596,0.861781,0.844636,0.02635577,0,10.31224073
scaled,10,0.7,5,0.056245,2.934802,0.856422,0.843103,0.01998726,0,10.31224073
scaled,10,0.8,5,0.036179,2.942742,0.852358,0.843572,0.01337007,0,10.31224073
scaled,10,0.9,5,0.021588,2.950278,0.847981,0.843590,0.00953665,0,10.31224073
scaled,10,1.0,5,0.043217,2.956899,0.844256,0.844256,0.00752478,200,10.31224073
scaled,10,0.0,6,0.563531,2.890500,0.900000,0.968864,0.09000000,0,12.67504568
scaled,10,0.1,6,0.467336,2.877360,0.906894,0.968937,0.07418907,0,12.67504568
scaled,10,0.2,6,0.488647,2.863899,0.913919,0.969596,0.05988846,0,12.67504568
scaled,10,0.3,6,0.434089,2.850879,0.920780,0.969265,0.04727081,0,12.67504568
scaled,10,0.4,6,0.446457,2.837063,0.927997,0.969992,0.03589503,0,12.67504568
scaled,10,0.5,6,0.470010,2.824489,0.934589,0.969177,0.02639324,0,12.67504568
scaled,10,0.6,6,0.468109,2.810671,0.941858,0.969764,0.01812723,0,12.67504568
scaled,10,0.7,6,0.445602,2.798802,0.948051,0.968644,0.01187828,0,12.67504568
scaled,10,0.8,6,0.447911,2.785242,0.955200,0.969001,0.00659707,0,12.67504568
scaled,10,0.9,6,0.478020,2.773817,0.960966,0.967740,0.00369267,0,12.67504568
scaled,10,1.0,6,0.457665,2.758537,0.969139,0.969139,0.00101733,197,12.67504568
scaled,10,0.0,7,0.109387,2.894500,0.906000,0.886706,0.08516400,0,22.03643096
scaled,10,0.1,7,0.047843,2.897395,0.904610,0.892099,0.06963631,0,22.03643096
scaled,10,0.2,7,0.000000,2.898722,0.904059,0.896294,0.05561155,0,22.03643096
scaled,10,0.3,7,0.000000,2.898684,0.904320,0.900399,0.04294564,0,22.03643096
scaled,10,0.4,7,0.000000,2.898791,0.904205,0.901514,0.03274338,0,22.03643096
scaled,10,0.5,7,0.000000,2.898933,0.904337,0.902675,0.02335751,0,22.03643096
